t,x,u,y,v
1.693984638771428e+01,9.023175608716518e-01,6.118459129242578e-01,4.151759465961876e-02,-3.742264374887311e-02
1.694079486022201e+01,9.028982750391392e-01,6.126808900438091e-01,4.148127511200807e-02,-3.916448215808017e-02
1.694173699421242e+01,9.034758973759230e-01,6.135208533049952e-01,4.144355769606079e-02,-4.090536055741115e-02
1.694267283204499e+01,9.040504479414477e-01,6.143658107781693e-01,4.140446357802478e-02,-4.264535977116005e-02
1.694359907188296e+01,9.046198894186127e-01,6.152126941056055e-01,4.136416203033935e-02,-4.437828489614921e-02
1.694451912178163e+01,9.051863068439767e-01,6.160645318084735e-01,4.132253578774040e-02,-4.611045580088204e-02
1.694543302310754e+01,9.057497197361577e-01,6.169213322599914e-01,4.127960500832788e-02,-4.784195270930511e-02
1.694634081695079e+01,9.063101474653967e-01,6.177831041207654e-01,4.123538956266758e-02,-4.957285602253236e-02
1.694723930041987e+01,9.068656025412259e-01,6.186467190372116e-01,4.119007544014610e-02,-5.129700172819741e-02
1.694813177944181e+01,9.074181185397986e-01,6.195152664013264e-01,4.114352559807281e-02,-5.302067618820241e-02
1.694901829414354e+01,9.079677143136270e-01,6.203887551158409e-01,4.109575895893317e-02,-5.474395926640703e-02
