t,x,u,y,v
5.112115034857730e+01,9.349118607389986e-01,6.784532868609766e-01,3.688623009058956e-02,-1.546053583873641e-01
5.112170510879275e+01,9.352885412233344e-01,6.795425315156057e-01,3.679998941631723e-02,-1.563086380365823e-01
5.112225417936266e+01,9.356619566591036e-01,6.806322456823537e-01,3.671369876753849e-02,-1.580091555331705e-01
5.112279958056599e+01,9.360334721308309e-01,6.817263328440349e-01,3.662705639667210e-02,-1.597130886382748e-01
5.112334133692464e+01,9.364030987267059e-01,6.828247992083187e-01,3.654006898715399e-02,-1.614205149129736e-01
5.112387753700590e+01,9.367695235221223e-01,6.839236626264645e-01,3.645305890192938e-02,-1.631253304336955e-01
5.112441015373236e+01,9.371340859741567e-01,6.850268591954464e-01,3.636572133111952e-02,-1.648337275380602e-01
5.112493921105111e+01,9.374967969035864e-01,6.861343945928098e-01,3.627806262240447e-02,-1.665457838023624e-01
5.112546473274923e+01,9.378576670573888e-01,6.872462744977298e-01,3.619008902515753e-02,-1.682615772731055e-01
5.112598674245478e+01,9.382167071093065e-01,6.883625045883325e-01,3.610180669168880e-02,-1.699811864765943e-01
5.112650526363797e+01,9.385739276604077e-01,6.894830905389664e-01,3.601322167847144e-02,-1.717046904286459e-01
5.112701846684475e+01,9.389280597073734e-01,6.906039699411984e-01,3.592466127103073e-02,-1.734259264861730e-01
5.112752640661654e+01,9.392791291624848e-01,6.917250888196569e-01,3.583613543026643e-02,-1.751449113705393e-01
5.112803095189347e+01,9.396284191937373e-01,6.928504626293185e-01,3.574733288808479e-02,-1.768678867486672e-01
5.112853167098672e+01,9.399756247128799e-01,6.939790663620912e-01,3.565834042546096e-02,-1.785933578698246e-01
5.112902769835718e+01,9.403201370362558e-01,6.951088387295083e-01,3.556932608112827e-02,-1.803182578490216e-01
5.112951951985497e+01,9.406622843754445e-01,6.962407595235502e-01,3.548021790975345e-02,-1.820441700493613e-01
5.113000673300017e+01,9.410017775591601e-01,6.973737754188640e-01,3.539110391643770e-02,-1.837695753447213e-01
5.113048938097288e+01,9.413386368050856e-01,6.985078436600453e-01,3.530199227243966e-02,-1.854944979758623e-01
5.113096750654864e+01,9.416728821597226e-01,6.996429213684582e-01,3.521289098275662e-02,-1.872189614130007e-01
5.113144157804310e+01,9.420048319908624e-01,7.007799924208908e-01,3.512372741023759e-02,-1.889445458798865e-01
5.113191162983129e+01,9.423345021257622e-01,7.019190268164327e-01,3.503450848141429e-02,-1.906712883818735e-01
5.113237686074736e+01,9.426613210368273e-01,7.030579391748896e-01,3.494540169727714e-02,-1.923961144752103e-01
5.113283814691743e+01,9.429858946113897e-01,7.041987299487259e-01,3.485625454638600e-02,-1.941221401240158e-01
5.113329511084999e+01,9.433079484293765e-01,7.053403366658368e-01,3.476715404489963e-02,-1.958478413435617e-01
5.113374820013323e+01,9.436277891755473e-01,7.064837482550144e-01,3.467802685768995e-02,-1.975747961887810e-01
5.113419744762077e+01,9.439454320293762e-01,7.076289336690244e-01,3.458887927240290e-02,-1.993030385615269e-01
5.113464248567290e+01,9.442606083890142e-01,7.087748260154014e-01,3.449979791771676e-02,-2.010310406768623e-01
5.113508375019661e+01,9.445736183495252e-01,7.099224176074170e-01,3.441070909436186e-02,-2.027603808474186e-01
5.113552088008505e+01,9.448841972017878e-01,7.110706390771794e-01,3.432169912681218e-02,-2.044895290243727e-01
5.113595391407961e+01,9.451923632867170e-01,7.122194462855869e-01,3.423277443864966e-02,-2.062185011643276e-01
5.113638327632953e+01,9.454984099906185e-01,7.133698336999076e-01,3.414386109841672e-02,-2.079488744306551e-01
5.113680861546813e+01,9.458020784603356e-01,7.145207289783095e-01,3.405504490653204e-02,-2.096791158238727e-01
5.113723072907722e+01,9.461039304282733e-01,7.156741742995082e-01,3.396617125334420e-02,-2.114123740235080e-01
5.113764888749454e+01,9.464034364686705e-01,7.168280597291934e-01,3.387740558333584e-02,-2.131455566332894e-01
5.113806312778009e+01,9.467006142156503e-01,7.179823406116479e-01,3.378875370435495e-02,-2.148786763271345e-01
5.113847385567500e+01,9.469957465409991e-01,7.191380155966863e-01,3.370014136445156e-02,-2.166133108843022e-01
5.113888110096125e+01,9.472888473267310e-01,7.202950514653342e-01,3.361157364427911e-02,-2.183494876285942e-01
5.113928489316826e+01,9.475799303482955e-01,7.214534148159820e-01,3.352305552983658e-02,-2.200872333776444e-01
5.113968526157509e+01,9.478690092755809e-01,7.226130720648211e-01,3.343459191405193e-02,-2.218265744412361e-01
5.114008223521253e+01,9.481560976739094e-01,7.237739894463423e-01,3.334618759833911e-02,-2.235675366195939e-01
5.114047548921896e+01,9.484409526342520e-01,7.249350838613516e-01,3.325792697394120e-02,-2.253085720844243e-01
5.114086505844720e+01,9.487235908659485e-01,7.260963099919625e-01,3.316981507949543e-02,-2.270496890445896e-01
5.114125167340456e+01,9.490045351014741e-01,7.272597267664586e-01,3.308169760863779e-02,-2.287940500512988e-01
5.114163466579143e+01,9.492832924908461e-01,7.284232044295279e-01,3.299373769497853e-02,-2.305385369670935e-01
5.114201475378242e+01,9.495603785707637e-01,7.295888056141335e-01,3.290578113683986e-02,-2.322863173816274e-01
5.114239128036040e+01,9.498353072417495e-01,7.307543962790751e-01,3.281799061178219e-02,-2.340342659604747e-01
5.114276461432657e+01,9.501083401026577e-01,7.319209837407457e-01,3.273029157796539e-02,-2.357839673507583e-01
5.114313478275147e+01,9.503794898994503e-01,7.330885327990803e-01,3.264268814281893e-02,-2.375354427745523e-01
5.114350181247606e+01,9.506487692822160e-01,7.342570080824727e-01,3.255518433538204e-02,-2.392887129269845e-01
5.114386573011375e+01,9.509161908060629e-01,7.354263740489680e-01,3.246778410761344e-02,-2.410437979743881e-01
5.114422656205229e+01,9.511817669320024e-01,7.365965949875213e-01,3.238049133567893e-02,-2.428007175524441e-01
5.114458433445566e+01,9.514455100278236e-01,7.377676350193222e-01,3.229330982121737e-02,-2.445594907643162e-01
5.114493907326601e+01,9.517074323689590e-01,7.389394580991873e-01,3.220624329258521e-02,-2.463201361787779e-01
5.114529048818441e+01,9.519673122484756e-01,7.401109696734446e-01,3.211937380519272e-02,-2.480810806230598e-01
5.114563923817244e+01,9.522256302197282e-01,7.412842451583297e-01,3.203254835025456e-02,-2.498455158456923e-01
5.114598503106955e+01,9.524821637111748e-01,7.424581945641140e-01,3.194584863728168e-02,-2.516118756679544e-01
5.114632789194924e+01,9.527369246373476e-01,7.436327811955532e-01,3.185927811356686e-02,-2.533801765019189e-01
5.114666784567243e+01,9.529899248246176e-01,7.448079681990001e-01,3.177284015903459e-02,-2.551504342158620e-01
5.114700491688922e+01,9.532411760120082e-01,7.459837185642010e-01,3.168653808736471e-02,-2.569226641323830e-01
5.114733913004071e+01,9.534906898520004e-01,7.471599951261599e-01,3.160037514709700e-02,-2.586968810265283e-01
5.114767050936077e+01,9.537384779113297e-01,7.483367605670714e-01,3.151435452271707e-02,-2.604730991239211e-01
5.114799907887778e+01,9.539845516717753e-01,7.495139774183214e-01,3.142847933572374e-02,-2.622513320988985e-01
5.114832545260781e+01,9.542293655833342e-01,7.506937509452358e-01,3.134259681553588e-02,-2.640348338557494e-01
5.114864847903431e+01,9.544720494932492e-01,7.518717958066444e-01,3.125701917532534e-02,-2.658171959374557e-01
5.114896934671757e+01,9.547134899731811e-01,7.530523232441350e-01,3.117144068877421e-02,-2.676048595961207e-01
5.114928749372715e+01,9.549532588848195e-01,7.542331704217492e-01,3.108601875883997e-02,-2.693946233267538e-01
5.114960294313195e+01,9.551913673113912e-01,7.554142991081813e-01,3.100075621903762e-02,-2.711864984205316e-01
5.114991571780526e+01,9.554278262555648e-01,7.565956709315850e-01,3.091565584576357e-02,-2.729804956064278e-01
5.115022584042644e+01,9.556626466401873e-01,7.577772473820190e-01,3.083072035924582e-02,-2.747766250493835e-01
5.115053333348254e+01,9.558958393090126e-01,7.589589898139605e-01,3.074595242447792e-02,-2.765748963484966e-01
5.115083821926994e+01,9.561274150274224e-01,7.601408594488889e-01,3.066135465213697e-02,-2.783753185352331e-01
5.115114106754562e+01,9.563578014219060e-01,7.613249678360720e-01,3.057677615925762e-02,-2.801811815806485e-01
5.115144134793624e+01,9.565865899195442e-01,7.625091440129703e-01,3.049237222167232e-02,-2.819892479211812e-01
5.115173908221517e+01,9.568137910684763e-01,7.636933487614748e-01,3.040814530287960e-02,-2.837995252572599e-01
5.115203429197119e+01,9.570394153411277e-01,7.648775427382695e-01,3.032409781543529e-02,-2.856120207144318e-01
5.115232699861001e+01,9.572634731348963e-01,7.660616864777289e-01,3.024023212179763e-02,-2.874267408416366e-01
5.115261774912878e+01,9.574863781704291e-01,7.672478945036353e-01,3.015639845778949e-02,-2.892469993246872e-01
5.115290603434073e+01,9.577077351198634e-01,7.684339909141955e-01,3.007275054840239e-02,-2.910695303651105e-01
5.115319187514949e+01,9.579275541725616e-01,7.696199358264013e-01,2.998929062047664e-02,-2.928943391455849e-01
5.115347529228142e+01,9.581458454453921e-01,7.708056892439139e-01,2.990602085386245e-02,-2.947214302650112e-01
5.115375630628716e+01,9.583626189833837e-01,7.719912110602773e-01,2.982294338219768e-02,-2.965508077368839e-01
5.115403493754310e+01,9.585778847603739e-01,7.731764610622009e-01,2.974006029367226e-02,-2.983824749877000e-01
5.115431170674291e+01,9.587920402403841e-01,7.743635544468527e-01,2.965722337559772e-02,-3.002197735707523e-01
5.115458662633047e+01,9.590050911534636e-01,7.755524711906288e-01,2.957443415751960e-02,-3.020627530874028e-01
5.115485921484349e+01,9.592166596206623e-01,7.767410289385873e-01,2.949184422095548e-02,-3.039081037194390e-01
5.115512949204741e+01,9.594267553617314e-01,7.779291869135690e-01,2.940945549749300e-02,-3.057558272530243e-01
5.115539747754010e+01,9.596353880281021e-01,7.791169042422518e-01,2.932726987667322e-02,-3.076059248781068e-01
5.115566319075322e+01,9.598425672034984e-01,7.803041399587923e-01,2.924528920668410e-02,-3.094583971869435e-01
5.115592712823980e+01,9.600486753997816e-01,7.814930115598504e-01,2.916336670875121e-02,-3.113166209621545e-01
5.115618882777033e+01,9.602533470376666e-01,7.826813357096699e-01,2.908165222960097e-02,-3.131772564185910e-01
5.115644830832068e+01,9.604565915130084e-01,7.838690710910193e-01,2.900014750576580e-02,-3.150403026988799e-01
5.115670558870585e+01,9.606584181562160e-01,7.850561763059769e-01,2.891885423497746e-02,-3.169057583413720e-01
5.115696114971997e+01,9.608591995864527e-01,7.862447677867228e-01,2.883762675839991e-02,-3.187770217774398e-01
5.115721454380309e+01,9.610585796627379e-01,7.874326618816703e-01,2.875661354269928e-02,-3.206507277572280e-01
5.115746578932889e+01,9.612565675338478e-01,7.886198168692526e-01,2.867581618094832e-02,-3.225268733422176e-01
5.115771490451521e+01,9.614531722852908e-01,7.898061909600114e-01,2.859523622980810e-02,-3.244054549833933e-01
5.115796235489743e+01,9.616487568869886e-01,7.909938984646058e-01,2.851472920530751e-02,-3.262898929654560e-01
5.115820770711963e+01,9.618429744080179e-01,7.921807565396546e-01,2.843444215589945e-02,-3.281767962760748e-01
5.115845141968512e+01,9.620361834055837e-01,7.933688799591918e-01,2.835423107500605e-02,-3.300695995252013e-01
5.115869306578397e+01,9.622280411574234e-01,7.945560847164308e-01,2.827424242359251e-02,-3.319648958173985e-01
5.115893266293799e+01,9.624185564622683e-01,7.957423285059989e-01,2.819447759982859e-02,-3.338626791988352e-01
5.115917065889565e+01,9.626080810370087e-01,7.969297244072500e-01,2.811479346392226e-02,-3.357664026073209e-01
5.115940706435757e+01,9.627966198842531e-01,7.981182466057130e-01,2.803519109051878e-02,-3.376761084126657e-01
5.115964146531060e+01,9.629838385567091e-01,7.993057095628127e-01,2.795581574005000e-02,-3.395883575989029e-01
5.115987429979282e+01,9.631700826769096e-01,8.004942279307595e-01,2.787652490766305e-02,-3.415066283581016e-01
5.116010516004491e+01,9.633550218641359e-01,8.016816157785424e-01,2.779746324285077e-02,-3.434274653893793e-01
5.116033406280658e+01,9.635386645939630e-01,8.028678301749337e-01,2.771863197353891e-02,-3.453508599746631e-01
5.116056102467563e+01,9.637210192845422e-01,8.040528281578638e-01,2.764003229737625e-02,-3.472768027657506e-01
5.116078646978828e+01,9.639024225757306e-01,8.052387192064695e-01,2.756152301778413e-02,-3.492087946825385e-01
5.116101000332611e+01,9.640825526711048e-01,8.064233214428512e-01,2.748324727565368e-02,-3.511433535195564e-01
5.116123204301864e+01,9.642617421008122e-01,8.076087432495296e-01,2.740506441737588e-02,-3.530839949701601e-01
5.116145220001128e+01,9.644396729929049e-01,8.087928032209377e-01,2.732711695044249e-02,-3.550272203464805e-01
5.116167088572363e+01,9.646166738151057e-01,8.099776083837056e-01,2.724926477345110e-02,-3.569765601929332e-01
5.116188810998806e+01,9.647927492106906e-01,8.111631297127828e-01,2.717150876159845e-02,-3.589320528686059e-01
5.116210349238317e+01,9.649675868264657e-01,8.123471850217391e-01,2.709399059049297e-02,-3.608901717645136e-01
5.116231704852638e+01,9.651411946762450e-01,8.135297306621520e-01,2.701671125762437e-02,-3.628509036886459e-01
5.116252917750191e+01,9.653138932431882e-01,8.147128701894920e-01,2.693953179093355e-02,-3.648178091625628e-01
5.116273950781166e+01,9.654853761637585e-01,8.158944252357333e-01,2.686259276201061e-02,-3.667873393999251e-01
5.116294843251154e+01,9.656559599969750e-01,8.170764972095382e-01,2.678575577666133e-02,-3.687630699702070e-01
5.116315558571507e+01,9.658253421294880e-01,8.182569093255103e-01,2.670916074918572e-02,-3.707414352314606e-01
5.116336135454091e+01,9.659938352411119e-01,8.194377605776155e-01,2.663266987116178e-02,-3.727260258535955e-01
5.116356574824069e+01,9.661614437361032e-01,8.206190196696763e-01,2.655628389531488e-02,-3.747168771437814e-01
5.116376840886298e+01,9.663278702760945e-01,8.217985107211486e-01,2.648014186760743e-02,-3.767103949615085e-01
5.116396971513091e+01,9.664934220818834e-01,8.229783304963361e-01,2.640410674828157e-02,-3.787101962600667e-01
5.116416931450004e+01,9.666578054631895e-01,8.241563053875076e-01,2.632831691372170e-02,-3.807126697832682e-01
5.116436722144335e+01,9.668210279625213e-01,8.253323911174512e-01,2.625277314384286e-02,-3.827177973225471e-01
5.116456416518932e+01,9.669836879259802e-01,8.265108357117502e-01,2.617720116126090e-02,-3.847329106203298e-01
5.116475908907144e+01,9.671449089532743e-01,8.276852092162346e-01,2.610201154473130e-02,-3.867470878265293e-01
5.116495271030283e+01,9.673052799574167e-01,8.288597030795933e-01,2.602693381346265e-02,-3.887675743613582e-01
5.116514503758893e+01,9.674648051192812e-01,8.300342838214595e-01,2.595196861351962e-02,-3.907944021994389e-01
5.116533573411004e+01,9.676232014404009e-01,8.312067863761060e-01,2.587725228769755e-02,-3.928239083401396e-01
5.116552481369359e+01,9.677804761976472e-01,8.323771662292697e-01,2.580278550077349e-02,-3.948560714629781e-01
5.116571297304186e+01,9.679372059270180e-01,8.335496490348988e-01,2.572829782083326e-02,-3.968983191025638e-01
5.116589953696555e+01,9.680928252667038e-01,8.347199405219026e-01,2.565406046926673e-02,-3.989432621842885e-01
5.116608485410701e+01,9.682476214879188e-01,8.358901190496310e-01,2.557993968124406e-02,-4.009946056996282e-01
5.116626859992330e+01,9.684013199820787e-01,8.370580267356073e-01,2.550607019882661e-02,-4.030486400322352e-01
5.116645111779040e+01,9.685542044759633e-01,8.382257373512959e-01,2.543231889451266e-02,-4.051090856285011e-01
5.116663241591455e+01,9.687062789460473e-01,8.393932152482487e-01,2.535868632286016e-02,-4.071759713894658e-01
5.116681217679122e+01,9.688572736127088e-01,8.405583069584572e-01,2.528530630217844e-02,-4.092455582602816e-01
5.116699073634953e+01,9.690074672122680e-01,8.417230806899574e-01,2.521204655137681e-02,-4.113215935174747e-01
5.116716810261775e+01,9.691568636484217e-01,8.428874999913479e-01,2.513890759397869e-02,-4.134041049006794e-01
5.116734396497715e+01,9.693051978935742e-01,8.440494164761673e-01,2.506602231665786e-02,-4.154893237332723e-01
5.116751865207147e+01,9.694527437743246e-01,8.452108921585543e-01,2.499325929615240e-02,-4.175810242333094e-01
5.116769217175487e+01,9.695995051233173e-01,8.463718897976825e-01,2.492061902652009e-02,-4.196792329365052e-01
5.116786422014507e+01,9.697452215893916e-01,8.475302667666363e-01,2.484823345541545e-02,-4.217801513823345e-01
5.116803511875845e+01,9.698901621687323e-01,8.486880782477656e-01,2.477597202815984e-02,-4.238875808205151e-01
5.116820456830300e+01,9.700340697429829e-01,8.498431871629939e-01,2.470396598242795e-02,-4.259977050364129e-01
5.116837319315010e+01,9.701774718342147e-01,8.509997595854148e-01,2.463195369017635e-02,-4.281182294546486e-01
5.116854038820789e+01,9.703198511447647e-01,8.521535550672514e-01,2.456019722961411e-02,-4.302414746770188e-01
5.116870616559972e+01,9.704612142451423e-01,8.533045284750090e-01,2.448869699109611e-02,-4.323674103366115e-01
5.116887083512298e+01,9.706018221010236e-01,8.544547209951588e-01,2.441732396538391e-02,-4.344998804587002e-01
5.116903440418142e+01,9.707416783624997e-01,8.556040934114172e-01,2.434607857472427e-02,-4.366389079820711e-01
5.116919688012931e+01,9.708807866590845e-01,8.567526062146177e-01,2.427496123348925e-02,-4.387845155750206e-01
5.116935827027176e+01,9.710191505998598e-01,8.579002196025125e-01,2.420397234830825e-02,-4.409367256309614e-01
5.116951858186506e+01,9.711567737736180e-01,8.590468934796180e-01,2.413311231819842e-02,-4.430955602639821e-01
5.116967753415807e+01,9.712934120491579e-01,8.601905096271429e-01,2.406250975102451e-02,-4.452571062339654e-01
5.116983542419376e+01,9.714293176738775e-01,8.613330950257366e-01,2.399203720343436e-02,-4.474252694327454e-01
5.116999197546183e+01,9.715642495675141e-01,8.624725387069982e-01,2.392182256151359e-02,-4.495961185996410e-01
5.117014748051832e+01,9.716984568316211e-01,8.636108599586941e-01,2.385173906388573e-02,-4.517735753214776e-01
5.117030194635493e+01,9.718319429486968e-01,8.647480175733775e-01,2.378178707139246e-02,-4.539576591734286e-01
5.117045566041859e+01,9.719649542643564e-01,8.658860526278239e-01,2.371183898695325e-02,-4.561524140374935e-01
5.117060807112318e+01,9.720970109601550e-01,8.670207886924197e-01,2.364214928897126e-02,-4.583498855258427e-01
5.117075918952001e+01,9.722281191599023e-01,8.681521805383080e-01,2.357271821687125e-02,-4.605500365539295e-01
5.117090957243564e+01,9.723587594638402e-01,8.692843038886011e-01,2.350329339192169e-02,-4.627608934949664e-01
5.117105895036197e+01,9.724886957280485e-01,8.704150534824008e-01,2.343400176952723e-02,-4.649784716253722e-01
5.117120706169583e+01,9.726176974690455e-01,8.715423386677069e-01,2.336496903032847e-02,-4.671987466837370e-01
5.117135418322108e+01,9.727460028488956e-01,8.726681556444026e-01,2.329607048519072e-02,-4.694257261234323e-01
5.117150005728613e+01,9.728733842822812e-01,8.737904226084963e-01,2.322743108576916e-02,-4.716553674673978e-01
5.117164522139372e+01,9.730003087093002e-01,8.749131808743074e-01,2.315880130323168e-02,-4.738958022055705e-01
5.117178915463828e+01,9.731263182714315e-01,8.760323076635788e-01,2.309043077508607e-02,-4.761389062515558e-01
5.117193212599584e+01,9.732516456139443e-01,8.771497840500520e-01,2.302219597919152e-02,-4.783887263102243e-01
5.117207414189459e+01,9.733762939900162e-01,8.782655658913939e-01,2.295409720005217e-02,-4.806452768649735e-01
5.117221520871972e+01,9.735002666351535e-01,8.793796087801247e-01,2.288613471667173e-02,-4.829085720251333e-01
5.117235533281377e+01,9.736235667673181e-01,8.804918680447711e-01,2.281830880265132e-02,-4.851786255209838e-01
5.117249426877964e+01,9.737459756904404e-01,8.816002856738667e-01,2.275074241695734e-02,-4.874513134977815e-01
5.117263252855522e+01,9.738679421192851e-01,8.827088509162760e-01,2.268318989688325e-02,-4.897349210060147e-01
5.117276961601039e+01,9.739890260830990e-01,8.838134909188258e-01,2.261589692749062e-02,-4.920211639584163e-01
5.117290603627183e+01,9.741096714400124e-01,8.849181806619144e-01,2.254861883113352e-02,-4.943183759523966e-01
5.117304129981031e+01,9.742294429851440e-01,8.860188608579282e-01,2.248160028595008e-02,-4.966182226754472e-01
5.117317565940031e+01,9.743485618617876e-01,8.871174782694163e-01,2.241472015561735e-02,-4.989248491022149e-01
5.117330912108280e+01,9.744670311658716e-01,8.882139866557675e-01,2.234797867768500e-02,-5.012382656739951e-01
5.117344169085838e+01,9.745848539768075e-01,8.893083395293415e-01,2.228137608504107e-02,-5.035584824110386e-01
5.117357337468754e+01,9.747020333576096e-01,8.904004901572974e-01,2.221491260599725e-02,-5.058855089074048e-01
5.117370417849094e+01,9.748185723550147e-01,8.914903915634932e-01,2.214858846437268e-02,-5.082193543257946e-01
5.117383410814969e+01,9.749344739995998e-01,8.925779965304613e-01,2.208240387957661e-02,-5.105600273923656e-01
5.117396270524406e+01,9.750493264133478e-01,8.936593448846659e-01,2.201659718795146e-02,-5.128990513220156e-01
5.117409091257748e+01,9.751639694625449e-01,8.947422685864240e-01,2.195068908268998e-02,-5.152534785608595e-01
5.117421826311811e+01,9.752779841235685e-01,8.958227530410725e-01,2.188492115930366e-02,-5.176147581751457e-01
5.117434430754591e+01,9.753909652335402e-01,8.968968638416435e-01,2.181953023452264e-02,-5.199743375368199e-01
5.117446950963534e+01,9.755033256279558e-01,8.979684312873284e-01,2.175428046186902e-02,-5.223406756556764e-01
5.117459387501563e+01,9.756150682380276e-01,8.990374072941225e-01,2.168917203427236e-02,-5.247137775968379e-01
5.117471786346074e+01,9.757266047918077e-01,9.001076722982584e-01,2.162396574218001e-02,-5.271024397553995e-01
5.117484102330734e+01,9.758375276106488e-01,9.011752554651801e-01,2.155890060463894e-02,-5.294979840515770e-01
5.117496292002106e+01,9.759474425355962e-01,9.022362691476161e-01,2.149421087740856e-02,-5.318917316791573e-01
5.117508444728180e+01,9.760571533328516e-01,9.032983952963324e-01,2.142942536188097e-02,-5.343011301152233e-01
5.117520472815352e+01,9.761658662858990e-01,9.043538732007900e-01,2.136501459430133e-02,-5.367086907685878e-01
5.117532464446968e+01,9.762743763731623e-01,9.054103440358725e-01,2.130050940178580e-02,-5.391319607922624e-01
5.117544333091875e+01,9.763818985666710e-01,9.064600877199337e-01,2.123637827853643e-02,-5.415533499013279e-01
5.117556165764474e+01,9.764892191392038e-01,9.075107032174624e-01,2.117215408264854e-02,-5.439905050157930e-01
5.117567919360874e+01,9.765959458101250e-01,9.085582880345252e-01,2.110807222978147e-02,-5.464345677153030e-01
5.117579552411865e+01,9.767016993564016e-01,9.095990271202293e-01,2.104436339644275e-02,-5.488766804662522e-01
5.117591150204601e+01,9.768072531205512e-01,9.106404532111785e-01,2.098056350823484e-02,-5.513346396540139e-01
5.117602629049858e+01,9.769118434677778e-01,9.116749544353470e-01,2.091713592270984e-02,-5.537906005859523e-01
5.117614031183498e+01,9.770158526228382e-01,9.127062194301195e-01,2.085385179619440e-02,-5.562533618667996e-01
5.117625398758765e+01,9.771196637983942e-01,9.137379833159266e-01,2.079047861645994e-02,-5.587320442786994e-01
5.117636649747672e+01,9.772225259702472e-01,9.147627038057583e-01,2.072747663419005e-02,-5.612086510694720e-01
5.117647825547697e+01,9.773248150596937e-01,9.157840346414610e-01,2.066461852593809e-02,-5.636920535243078e-01
5.117658967475334e+01,9.774269079378404e-01,9.168056729253152e-01,2.060167334462697e-02,-5.661914468978997e-01
5.117670034942932e+01,9.775284314195438e-01,9.178238177573173e-01,2.053887181669567e-02,-5.686977406871371e-01
5.117681028448095e+01,9.776293881687352e-01,9.188384167224488e-01,2.047621407489571e-02,-5.712109310742438e-01
5.117691948485106e+01,9.777297808360232e-01,9.198494172434715e-01,2.041370024930505e-02,-5.737310136676500e-01
5.117702795544943e+01,9.778296120587950e-01,9.208567665851959e-01,2.035133046738050e-02,-5.762579834967758e-01
5.117713570115301e+01,9.779288844613168e-01,9.218604118588459e-01,2.028910485400923e-02,-5.787918350068356e-01
5.117724272680620e+01,9.780276006548334e-01,9.228603000265175e-01,2.022702353155926e-02,-5.813325620536647e-01
5.117734903722098e+01,9.781257632376680e-01,9.238563779057334e-01,2.016508661992899e-02,-5.838801578985706e-01
5.117745463717722e+01,9.782233747953205e-01,9.248485921740932e-01,2.010329423659577e-02,-5.864346152032108e-01
5.117755953142280e+01,9.783204379005659e-01,9.258368893740204e-01,2.004164649666349e-02,-5.889959260244980e-01
5.117766372467391e+01,9.784169551135515e-01,9.268212159176052e-01,1.998014351290928e-02,-5.915640818095362e-01
5.117776722161518e+01,9.785129289818942e-01,9.278015180915451e-01,1.991878539582919e-02,-5.941390733905885e-01
5.117787002689997e+01,9.786083620407767e-01,9.287777420621819e-01,1.985757225368301e-02,-5.967208909800789e-01
5.117797214515054e+01,9.787032568130433e-01,9.297498338806368e-01,1.979650419253811e-02,-5.993095241656304e-01
5.117807358095823e+01,9.787976158092949e-01,9.307177394880431e-01,1.973558131631242e-02,-6.019049619051414e-01
5.117817470932728e+01,9.788917866640042e-01,9.316849517350815e-01,1.967457978924831e-02,-6.045168046312205e-01
5.117827516186870e+01,9.789854251307674e-01,9.326478612429631e-01,1.961372321508844e-02,-6.071355430683522e-01
5.117837458416438e+01,9.790781985845037e-01,9.336029611243071e-01,1.955323055601485e-02,-6.097516761455868e-01
5.117847370512410e+01,9.791707854801804e-01,9.345571557423881e-01,1.949266111533283e-02,-6.123842549863504e-01
5.117857216367145e+01,9.792628473591248e-01,9.355068820338428e-01,1.943223691500557e-02,-6.150236924721086e-01
5.117866996423324e+01,9.793543866638628e-01,9.364520845805503e-01,1.937195804876938e-02,-6.176699744815192e-01
5.117876711120672e+01,9.794454058252725e-01,9.373927078821732e-01,1.931182460850352e-02,-6.203230862254470e-01
5.117886360895972e+01,9.795359072626759e-01,9.383286963621607e-01,1.925183668426684e-02,-6.229830122421944e-01
5.117895946183089e+01,9.796258933839290e-01,9.392599943738521e-01,1.919199436433352e-02,-6.256497363927863e-01
5.117905467412990e+01,9.797153665855125e-01,9.401865462066828e-01,1.913229773522795e-02,-6.283232418563117e-01
5.117914925013761e+01,9.798043292526214e-01,9.411082960924912e-01,1.907274688175881e-02,-6.310035111253257e-01
5.117924353949783e+01,9.798931091273836e-01,9.420285615365861e-01,1.901312301398042e-02,-6.337004507815319e-01
5.117933719873463e+01,9.799813816591978e-01,9.429438994788980e-01,1.895364469111050e-02,-6.364042339879900e-01
5.117943023205903e+01,9.800691492030440e-01,9.438542531739995e-01,1.889431199487225e-02,-6.391148418879899e-01
5.117952264365393e+01,9.801564141029198e-01,9.447595658338657e-01,1.883512500542074e-02,-6.418322549146087e-01
5.117961477516139e+01,9.802434978404847e-01,9.456630919915235e-01,1.877586627017303e-02,-6.445665148034015e-01
5.117970596176400e+01,9.803297704504186e-01,9.465582143254913e-01,1.871696610397276e-02,-6.472977507276116e-01
5.117979653897851e+01,9.804155473541469e-01,9.474481244520649e-01,1.865821186681860e-02,-6.500357315991909e-01
5.117988684166534e+01,9.805011445502457e-01,9.483360190487466e-01,1.859938769934404e-02,-6.527905725241735e-01
5.117997654087116e+01,9.805862491159875e-01,9.492185698659573e-01,1.854070923343311e-02,-6.555522308448741e-01
5.118006564062896e+01,9.806708633342045e-01,9.500957190935062e-01,1.848217654240648e-02,-6.583206833519928e-01
5.118015414494477e+01,9.807549894773011e-01,9.509674089170886e-01,1.842378969823735e-02,-6.610959060888503e-01
5.118024205779785e+01,9.808386298073380e-01,9.518335815258391e-01,1.836554877157706e-02,-6.638778743471957e-01
5.118032970419858e+01,9.809220924464436e-01,9.526973434456508e-01,1.830723979168088e-02,-6.666768624571731e-01
5.118041676486992e+01,9.810050722699808e-01,9.535554519464948e-01,1.824907650483712e-02,-6.694826634994882e-01
5.118050324372622e+01,9.810875715121973e-01,9.544078483466842e-01,1.819105897982913e-02,-6.722952511555749e-01
