t,x,ro,u,p,e
0.0107135,-0.7,7.09517,195.235,3.70499,79.3656
0.0107135,-0.5,6.81436,206.863,3.46955,77.3849
0.0107135,-0.3,6.55262,217.986,3.25586,75.5194
0.0107135,-0.1,6.31713,228.229,3.06866,73.8307
0.0107135,0.1,6.11992,236.955,2.91626,72.4249
0.0107135,0.3,5.97875,243.204,2.81115,71.4631
0.0107135,0.5,5.90677,246.191,2.76238,71.079
0.0107135,0.7,5.8827,246.787,2.75324,71.1337
0.0107135,0.9,5.86676,246.771,2.75418,71.3514
0.0107135,1.1,5.84344,246.678,2.75644,71.6948
0.0107135,1.3,5.80256,246.59,2.75871,72.2593
0.0107135,1.5,5.7293,246.518,2.76077,73.2379
0.0107135,1.7,5.60336,246.467,2.76258,74.9333
0.0107135,1.9,5.4032,246.435,2.76417,77.7538
0.0107135,2.1,5.11458,246.419,2.76556,82.1829
0.0107135,2.3,4.7398,246.418,2.7668,88.7209
0.0107135,2.5,4.30239,246.429,2.76791,97.7799
0.0107135,2.7,3.84338,246.451,2.76891,109.497
0.0107135,2.9,3.4097,246.482,2.76984,123.466
0.0107135,3.1,3.0403,246.523,2.77071,138.51
0.0107135,3.3,2.75644,246.574,2.77156,152.821
0.0107135,3.5,2.55975,246.634,2.77242,164.615
0.0107135,3.7,2.43713,246.706,2.77333,172.954
0.0107135,3.9,2.36881,246.79,2.77432,178.006
0.0107135,4.1,2.33533,246.888,2.77544,180.631
0.0107135,4.3,2.32151,247.005,2.77673,181.79
0.0107135,4.5,2.31746,247.144,2.77823,182.207
0.0107135,4.7,2.31763,247.311,2.78001,182.31
0.0107135,4.9,2.31936,247.512,2.78214,182.313
0.0107135,5.1,2.32155,247.751,2.78465,182.305
0.0107135,5.3,2.32367,247.986,2.78718,182.305
0.0107135,5.5,2.32302,247.761,2.78451,182.182
0.0107135,5.7,2.29678,242.39,2.73119,180.734
0.0107135,5.9,2.10541,206.033,2.35797,170.219
0.0107135,6.1,1.64823,102.038,1.53148,141.222
0.0107135,6.3,1.3603,17.4674,1.08053,120.729
0.0107135,6.5,1.30573,1.59847,1.00738,117.259
0.0107135,6.7,1.30046,0.128898,1.0006,116.941
0.0107135,6.9,1.30003,0.00964255,1.00004,116.916
0.0107135,7.1,1.3,0.000645539,1,116.914
0.0107135,7.3,1.3,3.64494e-05,1,116.913
0.0107135,7.5,1.3,1.59326e-06,1,116.913
0.0107135,7.7,1.3,4.68634e-08,1,116.913
0.0107135,7.9,1.3,6.78345e-10,1,116.913
0.0107135,8.1,1.3,0,1,116.913
0.0107135,8.3,1.3,0,1,116.913
0.0107135,8.5,1.3,0,1,116.913
0.0107135,8.7,1.3,0,1,116.913
0.0107135,8.9,1.3,0,1,116.913
0.0107135,9.1,1.3,0,1,116.913
0.0107135,9.3,1.3,0,1,116.913
0.0107135,9.5,1.3,0,1,116.913
0.0107135,9.7,1.3,0,1,116.913
0.0107135,9.9,1.3,0,1,116.913
0.0109714,-9.9,13,0,10,116.913
0.0109714,-9.7,13,0,10,116.913
0.0109714,-9.5,13,0,10,116.913
0.0109714,-9.3,13,0,10,116.913
0.0109714,-9.1,13,0,10,116.913
0.0109714,-8.9,13,0,10,116.913
0.0109714,-8.7,13,0,10,116.913
0.0109714,-8.5,13,0,10,116.913
0.0109714,-8.3,13,0,10,116.913
0.0109714,-8.1,13,5.49575e-12,10,116.913
0.0109714,-7.9,13,2.49098e-10,10,116.913
0.0109714,-7.7,13,5.5335e-09,10,116.913
0.0109714,-7.5,13,7.99085e-08,10,116.913
0.0109714,-7.3,13,8.43276e-07,10,116.913
0.0109714,-7.1,13,6.93232e-06,10,116.913
0.0109714,-6.9,13,4.6212e-05,10,116.913
0.0109714,-6.7,13,0.00025676,9.99999,116.913
0.0109714,-6.5,13,0.00121292,9.99994,116.913
0.0109714,-6.3,12.9998,0.00494516,9.99977,116.912
0.0109714,-6.1,12.9994,0.0176053,9.99919,116.91
0.0109714,-5.9,12.998,0.0552447,9.99745,116.902
0.0109714,-5.7,12.9944,0.154,9.99288,116.88
0.0109714,-5.5,12.9862,0.384004,9.98226,116.83
0.0109714,-5.3,12.9689,0.862208,9.96021,116.727
0.0109714,-5.1,12.9368,1.75521,9.91916,116.535
0.0109714,-4.9,12.8826,3.264,9.85013,116.211
0.0109714,-4.7,12.7993,5.59076,9.74447,115.713
0.0109714,-4.5,12.6813,8.89944,9.59583,115.007
0.0109714,-4.3,12.5259,13.2864,9.40157,114.077
0.0109714,-4.1,12.3331,18.7712,9.16312,112.923
0.0109714,-3.9,12.1056,25.3073,8.88529,111.556
0.0109714,-3.7,11.8478,32.8023,8.57498,110.003
0.0109714,-3.5,11.5649,41.141,8.23995,108.29
0.0109714,-3.3,11.2624,50.2026,7.88778,106.447
0.0109714,-3.1,10.945,59.8724,7.52534,104.501
0.0109714,-2.9,10.6172,70.0478,7.15847,102.475
0.0109714,-2.7,10.2828,80.6399,6.79193,100.39
0.0109714,-2.5,9.94483,91.5729,6.42954,98.2631
0.0109714,-2.3,9.60587,102.783,6.07426,96.1091
0.0109714,-2.1,9.26805,114.216,5.72835,93.9397
0.0109714,-1.9,8.93314,125.823,5.39355,91.7652
0.0109714,-1.7,8.60266,137.562,5.07116,89.5947
0.0109714,-1.5,8.27794,149.391,4.76219,87.4365
0.0109714,-1.3,7.96025,161.266,4.46748,85.299
0.0109714,-1.1,7.65089,173.137,4.18775,83.1912
0.0109714,-0.9,7.35134,184.939,3.92382,81.1242
0.0109714,-0.7,7.06351,196.586,3.67671,79.1129
0.0109714,-0.5,6.79011,207.944,3.44803,77.1795
0.0109714,-0.3,6.53541,218.795,3.24044,75.3598
0.0109714,-0.1,6.30646,228.773,3.05865,73.7143
0.0109714,0.1,6.11508,237.254,2.9108,72.3467
0.0109714,0.3,5.97849,243.31,2.80904,71.4125
0.0109714,0.5,5.90915,246.198,2.76188,71.0375
0.0109714,0.7,5.88639,246.772,2.75306,71.0844
0.0109714,0.9,5.87203,246.752,2.75404,71.2836
0.0109714,1.1,5.85156,246.657,2.75627,71.591
0.0109714,1.3,5.81622,246.568,2.7585,72.0843
0.0109714,1.5,5.75311,246.495,2.76053,72.9285
0.0109714,1.7,5.64375,246.442,2.7623,74.3895
0.0109714,1.9,5.46702,246.408,2.76385,76.8373
0.0109714,2.1,5.20638,246.39,2.76521,80.7235
0.0109714,2.3,4.85887,246.385,2.76641,86.5346
0.0109714,2.5,4.44129,246.393,2.76749,94.7075
0.0109714,2.7,3.98911,246.411,2.76846,105.48
0.0109714,2.9,3.54736,246.438,2.76935,118.654
0.0109714,3.1,3.15752,246.474,2.77018,133.343
0.0109714,3.3,2.84648,246.518,2.77098,147.956
0.0109714,3.5,2.62207,246.572,2.77178,160.665
0.0109714,3.7,2.47589,246.635,2.77261,170.202
0.0109714,3.9,2.39028,246.708,2.7735,176.355
0.0109714,4.1,2.34568,246.795,2.7745,179.772
0.0109714,4.3,2.32556,246.896,2.77562,181.401
0.0109714,4.5,2.31834,247.015,2.77692,182.052
0.0109714,4.7,2.31708,247.158,2.77845,182.251
0.0109714,4.9,2.31821,247.328,2.78026,182.281
0.0109714,5.1,2.32014,247.532,2.78243,182.271
0.0109714,5.3,2.32226,247.774,2.7849,182.267
0.0109714,5.5,2.32406,247.952,2.78703,182.265
0.0109714,5.7,2.32043,247.238,2.77862,181.999
0.0109714,5.9,2.27156,237.314,2.68069,179.362
0.0109714,6.1,1.99499,184.139,2.14954,163.762
0.0109714,6.3,1.53586,70.297,1.3457,133.17
0.0109714,6.5,1.33285,9.35727,1.04307,118.944
0.0109714,6.7,1.30293,0.814744,1.00376,117.09
0.0109714,6.9,1.30023,0.0650783,1.0003,116.928
0.0109714,7.1,1.30002,0.00482647,1.00002,116.915
0.0109714,7.3,1.3,0.000319489,1,116.914
0.0109714,7.5,1.3,1.77906e-05,1,116.913
0.0109714,7.7,1.3,7.65459e-07,1,116.913
0.0109714,7.9,1.3,2.21401e-08,1,116.913
0.0109714,8.1,1.3,3.15212e-10,1,116.913
0.0109714,8.3,1.3,0,1,116.913
0.0109714,8.5,1.3,0,1,116.913
0.0109714,8.7,1.3,0,1,116.913
0.0109714,8.9,1.3,0,1,116.913
0.0109714,9.1,1.3,0,1,116.913
0.0109714,9.3,1.3,0,1,116.913
0.0109714,9.5,1.3,0,1,116.913
0.0109714,9.7,1.3,0,1,116.913
0.0109714,9.9,1.3,0,1,116.913
0.0112293,-9.9,13,0,10,116.913
0.0112293,-9.7,13,0,10,116.913
0.0112293,-9.5,13,0,10,116.913
0.0112293,-9.3,13,0,10,116.913
0.0112293,-9.1,13,0,10,116.913
0.0112293,-8.9,13,0,10,116.913
0.0112293,-8.7,13,0,10,116.913
0.0112293,-8.5,13,0,10,116.913
0.0112293,-8.3,13,2.575e-12,10,116.913
0.0112293,-8.1,13,1.18715e-10,10,116.913
0.0112293,-7.9,13,2.70498e-09,10,116.913
0.0112293,-7.7,13,4.00991e-08,10,116.913
0.0112293,-7.5,13,4.34681e-07,10,116.913
0.0112293,-7.3,13,3.67314e-06,10,116.913
0.0112293,-7.1,13,2.51874e-05,10,116.913
0.0112293,-6.9,13,0.000144063,9.99999,116.913
0.0112293,-6.7,13,0.00070113,9.99997,116.913
0.0112293,-6.5,12.9999,0.00294744,9.99986,116.913
0.0112293,-6.3,12.9996,0.0108286,9.9995,116.911
0.0112293,-6.1,12.9987,0.0350946,9.99838,116.906
0.0112293,-5.9,12.9964,0.101116,9.99533,116.892
0.0112293,-5.7,12.9906,0.260747,9.98795,116.857
0.0112293,-5.5,12.9782,0.605566,9.97204,116.783
0.0112293,-5.3,12.9541,1.27464,9.94123,116.638
0.0112293,-5.1,12.9119,2.44829,9.8874,116.386
0.0112293,-4.9,12.8446,4.32386,9.80188,115.983
0.0112293,-4.7,12.7461,7.07972,9.67734,115.395
0.0112293,-4.5,12.6124,10.8416,9.50941,114.595
0.0112293,-4.3,12.4421,15.6642,9.29756,113.575
0.0112293,-4.1,12.2366,21.533,9.04484,112.343
0.0112293,-3.9,11.9995,28.3796,8.75695,110.917
0.0112293,-3.7,11.7354,36.1029,8.441,109.321
0.0112293,-3.5,11.4493,44.5888,8.10439,107.584
0.0112293,-3.3,11.1463,53.7234,7.75411,105.733
0.0112293,-3.1,10.8308,63.4019,7.39628,103.791
0.0112293,-2.9,10.5068,73.5318,7.03605,101.781
0.0112293,-2.7,10.1775,84.0336,6.67757,99.7207
0.0112293,-2.5,9.84572,94.8402,6.32415,97.6253
0.0112293,-2.3,9.51371,105.894,5.97833,95.5075
0.0112293,-2.1,9.18335,117.147,5.64207,93.3781
0.0112293,-1.9,8.85623,128.556,5.31687,91.2464
0.0112293,-1.7,8.53368,140.081,5.00387,89.1204
0.0112293,-1.5,8.21694,151.682,4.70394,87.008
0.0112293,-1.3,7.90718,163.319,4.41782,84.917
0.0112293,-1.1,7.60562,174.944,4.1462,82.8559
0.0112293,-0.9,7.31368,186.495,3.88983,80.8355
0.0112293,-0.7,7.03321,197.884,3.64972,78.8704
0.0112293,-0.5,6.76689,208.981,3.42746,76.9824
0.0112293,-0.3,6.5189,219.573,3.22569,75.2066
0.0112293,-0.1,6.29621,229.296,3.04905,73.6027
0.0112293,0.1,6.1104,237.543,2.90556,72.2718
0.0112293,0.3,5.97818,243.413,2.807,71.3642
0.0112293,0.5,5.91135,246.206,2.76139,70.9984
0.0112293,0.7,5.88982,246.758,2.7529,71.0388
0.0112293,0.9,5.87683,246.733,2.75391,71.2219
0.0112293,1.1,5.85879,246.638,2.75612,71.4988
0.0112293,1.3,5.82812,246.547,2.75832,71.9323
0.0112293,1.5,5.7737,246.473,2.76031,72.6626
0.0112293,1.7,5.67888,246.418,2.76204,73.9224
0.0112293,1.9,5.52341,246.382,2.76356,76.0447
0.0112293,2.1,5.2893,246.362,2.76488,79.4485
0.0112293,2.3,4.96929,246.356,2.76605,84.6006
0.0112293,2.5,4.5739,246.36,2.7671,91.9486
0.0112293,2.7,4.13267,246.375,2.76804,101.8
0.0112293,2.9,3.68758,246.398,2.7689,114.123
0.0112293,3.1,3.28125,246.429,2.7697,128.293
0.0112293,3.3,2.94517,246.468,2.77046,142.972
0.0112293,3.5,2.69322,246.516,2.77121,156.388
0.0112293,3.7,2.52217,246.571,2.77197,167.041
0.0112293,3.9,2.41728,246.636,2.77278,174.34
0.0112293,4.1,2.35961,246.712,2.77366,178.658
0.0112293,4.3,2.33166,246.8,2.77466,180.864
0.0112293,4.5,2.32028,246.904,2.77579,181.826
0.0112293,4.7,2.31705,247.026,2.77711,182.165
0.0112293,4.9,2.31734,247.172,2.77867,182.245
0.0112293,5.1,2.31891,247.346,2.7805,182.242
0.0112293,5.3,2.32088,247.554,2.78271,182.231
0.0112293,5.5,2.32287,247.792,2.78512,182.233
0.0112293,5.7,2.32408,247.87,2.78628,182.214
0.0112293,5.9,2.31534,246.186,2.76786,181.692
0.0112293,6.1,2.22876,229.118,2.59608,177.037
0.0112293,6.3,1.86598,156.219,1.91275,155.797
0.0112293,6.5,1.44885,44.2938,1.20946,126.875
0.0112293,6.7,1.31737,4.89128,1.02254,117.972
0.0112293,6.9,1.30149,0.414245,1.00191,117.003
0.0112293,7.1,1.30012,0.0328331,1.00015,116.921
0.0112293,7.3,1.30001,0.00241412,1.00001,116.914
0.0112293,7.5,1.3,0.000158004,1,116.913
0.0112293,7.7,1.3,8.67786e-06,1,116.913
0.0112293,7.9,1.3,3.67596e-07,1,116.913
0.0112293,8.1,1.3,1.04583e-08,1,116.913
0.0112293,8.3,1.3,1.46504e-10,1,116.913
0.0112293,8.5,1.3,0,1,116.913
0.0112293,8.7,1.3,0,1,116.913
0.0112293,8.9,1.3,0,1,116.913
0.0112293,9.1,1.3,0,1,116.913
0.0112293,9.3,1.3,0,1,116.913
0.0112293,9.5,1.3,0,1,116.913
0.0112293,9.7,1.3,0,1,116.913
0.0112293,9.9,1.3,0,1,116.913
0.0114872,-9.9,13,0,10,116.913
0.0114872,-9.7,13,0,10,116.913
0.0114872,-9.5,13,0,10,116.913
0.0114872,-9.3,13,0,10,116.913
0.0114872,-9.1,13,0,10,116.913
0.0114872,-8.9,13,0,10,116.913
0.0114872,-8.7,13,0,10,116.913
0.0114872,-8.5,13,1.1896e-12,10,116.913
0.0114872,-8.3,13,5.65919e-11,10,116.913
0.0114872,-8.1,13,1.32091e-09,10,116.913
0.0114872,-7.9,13,2.00874e-08,10,116.913
0.0114872,-7.7,13,2.23518e-07,10,116.913
0.0114872,-7.5,13,1.94006e-06,10,116.913
0.0114872,-7.3,13,1.36739e-05,10,116.913
0.0114872,-7.1,13,8.04462e-05,10,116.913
0.0114872,-6.9,13,0.000403012,9.99998,116.913
0.0114872,-6.7,12.9999,0.0017453,9.99992,116.913
0.0114872,-6.5,12.9998,0.00661078,9.99969,116.912
0.0114872,-6.3,12.9992,0.022107,9.99898,116.909
0.0114872,-6.1,12.9976,0.0657728,9.99696,116.899
0.0114872,-5.9,12.9937,0.17525,9.9919,116.876
0.0114872,-5.7,12.9848,0.420688,9.98057,116.823
0.0114872,-5.5,12.967,0.915172,9.95777,116.716
0.0114872,-5.3,12.9346,1.81546,9.91639,116.522
0.0114872,-5.1,12.8811,3.30674,9.84817,116.201
0.0114872,-4.9,12.7999,5.57262,9.74527,115.716
0.0114872,-4.7,12.6863,8.76077,9.60199,115.036
0.0114872,-4.5,12.5375,12.9578,9.41595,114.146
0.0114872,-4.3,12.3537,18.1817,9.18843,113.045
0.0114872,-4.1,12.1373,24.391,8.9237,111.745
0.0114872,-3.9,11.8923,31.5028,8.62799,110.268
0.0114872,-3.7,11.6234,39.4127,8.30831,108.64
0.0114872,-3.5,11.3354,48.0103,7.97163,106.886
0.0114872,-3.3,11.0328,57.1898,7.62427,105.031
0.0114872,-3.1,10.7199,66.856,7.27169,103.099
0.0114872,-2.9,10.3999,76.9258,6.9184,101.107
0.0114872,-2.7,10.076,87.3284,6.56803,99.073
0.0114872,-2.5,9.75042,98.0037,6.22342,97.0093
0.0114872,-2.3,9.42526,108.901,5.88678,94.9276
0.0114872,-2.1,9.10217,119.976,5.55982,92.8375
0.0114872,-1.9,8.78257,131.189,5.24382,90.7474
0.0114872,-1.7,8.46767,142.505,4.93976,88.6646
0.0114872,-1.5,8.15858,153.886,4.64844,86.5964
0.0114872,-1.3,7.85641,165.294,4.37049,84.5501
0.0114872,-1.1,7.56231,176.682,4.10657,82.5339
0.0114872,-0.9,7.27763,187.989,3.85738,80.5583
0.0114872,-0.7,7.0042,199.132,3.62394,78.6376
0.0114872,-0.5,6.74462,209.979,3.40778,76.793
0.0114872,-0.3,6.50305,220.32,3.21155,75.0595
0.0114872,-0.1,6.28634,229.8,3.03984,73.4954
0.0114872,0.1,6.10586,237.821,2.90052,72.1999
0.0114872,0.3,5.97783,243.513,2.80502,71.3182
0.0114872,0.5,5.9134,246.213,2.76092,70.9618
0.0114872,0.7,5.893,246.745,2.75274,70.9965
0.0114872,0.9,5.88122,246.715,2.75379,71.1657
0.0114872,1.1,5.86525,246.619,2.75598,71.4164
0.0114872,1.3,5.83855,246.527,2.75815,71.7994
0.0114872,1.5,5.79154,246.452,2.7601,72.4334
0.0114872,1.7,5.70941,246.397,2.76181,73.5208
0.0114872,1.9,5.57307,246.359,2.76328,75.3597
0.0114872,2.1,5.36382,246.337,2.76457,78.336
0.0114872,2.3,5.07101,246.328,2.76571,82.8936
0.0114872,2.5,4.6995,246.33,2.76673,89.4796
0.0114872,2.7,4.27278,246.341,2.76765,98.4484
0.0114872,2.9,3.82889,246.361,2.76849,109.895
0.0114872,3.1,3.41024,246.388,2.76925,123.42
0.0114872,3.3,3.05183,246.423,2.76998,137.951
0.0114872,3.5,2.77314,246.465,2.77068,151.853
0.0114872,3.7,2.57637,246.514,2.77139,163.492
0.0114872,3.9,2.45043,246.572,2.77213,171.941
0.0114872,4.1,2.37772,246.639,2.77293,177.25
0.0114872,4.3,2.34029,246.717,2.77381,180.143
0.0114872,4.5,2.32359,246.807,2.77481,181.502
0.0114872,4.7,2.31771,246.913,2.77596,182.038
0.0114872,4.9,2.31681,247.038,2.7773,182.197
0.0114872,5.1,2.31789,247.187,2.77888,182.215
0.0114872,5.3,2.31962,247.365,2.78075,182.202
0.0114872,5.5,2.32154,247.575,2.78297,182.196
0.0114872,5.7,2.32337,247.797,2.78526,182.203
0.0114872,5.9,2.32346,247.704,2.78436,182.137
0.0114872,6.1,2.30584,244.178,2.7484,181.159
0.0114872,6.3,2.16214,216.652,2.46625,173.365
0.0114872,6.5,1.73161,123.874,1.67437,146.964
0.0114872,6.7,1.38806,25.8205,1.11969,122.602
0.0114872,6.9,1.30903,2.52368,1.01165,117.459
0.0114872,7.1,1.30076,0.210326,1.00097,116.959
0.0114872,7.3,1.30006,0.0165554,1.00008,116.917
0.0114872,7.5,1.3,0.00120675,1.00001,116.914
0.0114872,7.7,1.3,7.80912e-05,1,116.913
0.0114872,7.9,1.3,4.23057e-06,1,116.913
0.0114872,8.1,1.3,1.76471e-07,1,116.913
0.0114872,8.3,1.3,4.93984e-09,1,116.913
0.0114872,8.5,1.3,6.80986e-11,1,116.913
0.0114872,8.7,1.3,0,1,116.913
0.0114872,8.9,1.3,0,1,116.913
0.0114872,9.1,1.3,0,1,116.913
0.0114872,9.3,1.3,0,1,116.913
0.0114872,9.5,1.3,0,1,116.913
0.0114872,9.7,1.3,0,1,116.913
0.0114872,9.9,1.3,0,1,116.913
0.0117452,-9.9,13,0,10,116.913
0.0117452,-9.7,13,0,10,116.913
0.0117452,-9.5,13,0,10,116.913
0.0117452,-9.3,13,0,10,116.913
0.0117452,-9.1,13,0,10,116.913
0.0117452,-8.9,13,0,10,116.913
0.0117452,-8.7,13,5.65994e-13,10,116.913
0.0117452,-8.5,13,2.6925e-11,10,116.913
0.0117452,-8.3,13,6.44394e-10,10,116.913
0.0117452,-8.1,13,1.00455e-08,10,116.913
0.0117452,-7.9,13,1.14662e-07,10,116.913
0.0117452,-7.7,13,1.02154e-06,10,116.913
0.0117452,-7.5,13,7.39514e-06,10,116.913
0.0117452,-7.3,13,4.47164e-05,10,116.913
0.0117452,-7.1,13,0.000230407,9.99999,116.913
0.0117452,-6.9,13,0.00102704,9.99995,116.913
0.0117452,-6.7,12.9999,0.00400721,9.99981,116.913
0.0117452,-6.5,12.9995,0.0138144,9.99936,116.91
0.0117452,-6.3,12.9985,0.0424025,9.99804,116.904
0.0117452,-6.1,12.9958,0.116637,9.99461,116.888
0.0117452,-5.9,12.9896,0.289183,9.98664,116.851
0.0117452,-5.7,12.9766,0.649825,9.97,116.773
0.0117452,-5.5,12.9521,1.33102,9.93864,116.626
0.0117452,-5.3,12.91,2.50061,9.885,116.375
0.0117452,-5.1,12.8441,4.33927,9.80117,115.98
0.0117452,-4.9,12.7487,7.00852,9.68051,115.409
0.0117452,-4.7,12.6202,10.6216,9.51912,114.641
0.0117452,-4.5,12.4574,15.2282,9.31648,113.666
0.0117452,-4.3,12.2617,20.8156,9.07533,112.492
0.0117452,-4.1,12.036,27.3224,8.80078,111.134
0.0117452,-3.9,11.7847,34.6574,8.49926,109.615
0.0117452,-3.7,11.5123,42.7163,8.17753,107.962
0.0117452,-3.5,11.2234,51.3946,7.84201,106.197
0.0117452,-3.3,10.9221,60.5951,7.49841,104.345
0.0117452,-3.1,10.6122,70.2315,7.15156,102.425
0.0117452,-2.9,10.2967,80.2295,6.8054,100.454
0.0117452,-2.7,9.97814,90.5256,6.4631,98.4462
0.0117452,-2.5,9.65878,101.067,6.12712,96.4145
0.0117452,-2.3,9.34034,111.806,5.79939,94.3685
0.0117452,-2.1,9.02432,122.705,5.48136,92.3169
0.0117452,-1.9,8.71198,133.728,5.17415,90.2672
0.0117452,-1.7,8.40443,144.84,4.87864,88.2262
0.0117452,-1.5,8.1027,156.008,4.5955,86.2007
0.0117452,-1.3,7.80779,167.194,4.32533,84.1975
0.0117452,-1.1,7.52082,178.353,4.06873,82.2245
0.0117452,-0.9,7.24309,189.427,3.82638,80.292
0.0117452,-0.7,6.97638,200.331,3.59927,78.4138
0.0117452,-0.5,6.72326,210.938,3.38894,76.611
0.0117452,-0.3,6.48782,221.04,3.19799,74.918
0.0117452,-0.1,6.27684,230.285,3.03099,73.3924
0.0117452,0.1,6.10146,238.09,2.89566,72.131
0.0117452,0.3,5.97744,243.61,2.80311,71.2743
0.0117452,0.5,5.91532,246.221,2.76047,70.9272
0.0117452,0.7,5.89597,246.732,2.7526,70.9572
0.0117452,0.9,5.88526,246.698,2.75368,71.1141
0.0117452,1.1,5.87106,246.601,2.75586,71.3424
0.0117452,1.3,5.84772,246.508,2.75799,71.6828
0.0117452,1.5,5.80703,246.433,2.75992,72.2353
0.0117452,1.7,5.73592,246.376,2.76159,73.1752
0.0117452,1.9,5.61666,246.337,2.76303,74.7679
0.0117452,2.1,5.43046,246.314,2.76429,77.3668
0.0117452,2.3,5.1641,246.302,2.7654,81.3901
0.0117452,2.5,4.81752,246.302,2.7664,87.2768
0.0117452,2.7,4.40829,246.311,2.76729,95.4095
0.0117452,2.9,3.96983,246.327,2.7681,105.978
0.0117452,3.1,3.54315,246.351,2.76884,118.773
0.0117452,3.3,3.16559,246.382,2.76954,132.972
0.0117452,3.5,2.86157,246.419,2.77021,147.135
0.0117452,3.7,2.63876,246.463,2.77087,159.597
0.0117452,3.9,2.49029,246.515,2.77155,169.153
0.0117452,4.1,2.40064,246.574,2.77227,175.516
0.0117452,4.3,2.35196,246.643,2.77307,179.2
0.0117452,4.5,2.32863,246.722,2.77395,181.053
0.0117452,4.7,2.31927,246.815,2.77496,181.85
0.0117452,4.9,2.31673,246.923,2.77613,182.126
0.0117452,5.1,2.3171,247.051,2.77749,182.186
0.0117452,5.3,2.31854,247.202,2.77909,182.178
0.0117452,5.5,2.3203,247.384,2.781,182.165
0.0117452,5.7,2.32212,247.597,2.78321,182.166
0.0117452,5.9,2.32373,247.78,2.78525,182.174
0.0117452,6.1,2.32176,247.369,2.78039,182.011
0.0117452,6.3,2.28844,240.579,2.7134,180.211
0.0117452,6.5,2.06851,198.77,2.28707,168.047
0.0117452,6.7,1.60668,90.5304,1.46152,138.256
0.0117452,6.9,1.34939,14.2166,1.06548,120.009
0.0117452,7.1,1.30464,1.29322,1.00597,117.193
0.0117452,7.3,1.30038,0.10669,1.00049,116.937
0.0117452,7.5,1.30003,0.00834268,1.00004,116.915
0.0117452,7.7,1.3,0.000602809,1,116.914
0.0117452,7.9,1.3,3.85684e-05,1,116.913
0.0117452,8.1,1.3,2.06122e-06,1,116.913
0.0117452,8.3,1.3,8.46849e-08,1,116.913
0.0117452,8.5,1.3,2.333e-09,1,116.913
0.0117452,8.7,1.3,3.1635e-11,1,116.913
0.0117452,8.9,1.3,0,1,116.913
0.0117452,9.1,1.3,0,1,116.913
0.0117452,9.3,1.3,0,1,116.913
0.0117452,9.5,1.3,0,1,116.913
0.0117452,9.7,1.3,0,1,116.913
0.0117452,9.9,1.3,0,1,116.913
0.0120032,-9.9,13,0,10,116.913
0.0120032,-9.7,13,0,10,116.913
0.0120032,-9.5,13,0,10,116.913
0.0120032,-9.3,13,0,10,116.913
0.0120032,-9.1,13,0,10,116.913
0.0120032,-8.9,13,2.77243e-13,10,116.913
0.0120032,-8.7,13,1.28224e-11,10,116.913
0.0120032,-8.5,13,3.13998e-10,10,116.913
0.0120032,-8.3,13,5.01529e-09,10,116.913
0.0120032,-8.1,13,5.86857e-08,10,116.913
0.0120032,-7.9,13,5.36302e-07,10,116.913
0.0120032,-7.7,13,3.98486e-06,10,116.913
0.0120032,-7.5,13,2.47471e-05,10,116.913
0.0120032,-7.3,13,0.000131051,9.99999,116.913
0.0120032,-7.1,13,0.000600788,9.99997,116.913
0.0120032,-6.9,12.9999,0.00241261,9.99989,116.913
0.0120032,-6.7,12.9997,0.00856671,9.9996,116.912
0.0120032,-6.5,12.999,0.027104,9.99875,116.908
0.0120032,-6.3,12.9972,0.0769023,9.99644,116.897
0.0120032,-6.1,12.9929,0.196777,9.99091,116.871
0.0120032,-5.9,12.9835,0.456471,9.97892,116.815
0.0120032,-5.7,12.9652,0.965037,9.95547,116.705
0.0120032,-5.5,12.9327,1.86997,9.91389,116.51
0.0120032,-5.3,12.8798,3.34228,9.84654,116.194
0.0120032,-5.1,12.8008,5.54932,9.74631,115.721
0.0120032,-4.9,12.6911,8.6247,9.60803,115.065
0.0120032,-4.7,12.5485,12.6467,9.42958,114.211
0.0120032,-4.5,12.373,17.632,9.21208,113.159
0.0120032,-4.3,12.1668,23.5436,8.95935,111.92
0.0120032,-4.1,11.9334,30.3067,8.67703,110.513
0.0120032,-3.9,11.6772,37.8263,8.37149,108.962
0.0120032,-3.7,11.4025,46.0011,8.04912,107.289
0.0120032,-3.5,11.1136,54.7335,7.71579,105.52
0.0120032,-3.3,10.8143,63.9346,7.3766,103.673
0.0120032,-3.1,10.5078,73.5267,7.03582,101.768
0.0120032,-2.9,10.1969,83.4432,6.6969,99.8193
0.0120032,-2.7,9.88387,93.6275,6.36259,97.8397
0.0120032,-2.5,9.57064,104.032,6.03504,95.84
0.0120032,-2.3,9.25879,114.615,5.7159,93.8293
0.0120032,-2.1,8.94963,125.341,5.40645,91.8153
0.0120032,-1.9,8.6443,136.176,5.10766,89.8049
0.0120032,-1.7,8.34383,147.091,4.8203,87.8044
0.0120032,-1.5,8.04914,158.052,4.54496,85.82
0.0120032,-1.3,7.7612,169.023,4.2822,83.8583
0.0120032,-1.1,7.48105,179.962,4.03257,81.927
0.0120032,-0.9,7.20997,190.81,3.79673,80.0358
0.0120032,-0.7,6.94969,201.485,3.57566,78.1985
0.0120032,-0.5,6.70275,211.861,3.37088,76.436
0.0120032,-0.3,6.47319,221.732,3.18498,74.782
