t,x,ro,u,p,e
0.000499415,-9.9,13,0,10,116.913
0.000499415,-9.7,13,0,10,116.913
0.000499415,-9.5,13,0,10,116.913
0.000499415,-9.3,13,0,10,116.913
0.000499415,-9.1,13,0,10,116.913
0.000499415,-8.9,13,0,10,116.913
0.000499415,-8.7,13,0,10,116.913
0.000499415,-8.5,13,0,10,116.913
0.000499415,-8.3,13,0,10,116.913
0.000499415,-8.1,13,0,10,116.913
0.000499415,-7.9,13,0,10,116.913
0.000499415,-7.7,13,0,10,116.913
0.000499415,-7.5,13,0,10,116.913
0.000499415,-7.3,13,0,10,116.913
0.000499415,-7.1,13,0,10,116.913
0.000499415,-6.9,13,0,10,116.913
0.000499415,-6.7,13,0,10,116.913
0.000499415,-6.5,13,0,10,116.913
0.000499415,-6.3,13,0,10,116.913
0.000499415,-6.1,13,0,10,116.913
0.000499415,-5.9,13,0,10,116.913
0.000499415,-5.7,13,0,10,116.913
0.000499415,-5.5,13,0,10,116.913
0.000499415,-5.3,13,0,10,116.913
0.000499415,-5.1,13,0,10,116.913
0.000499415,-4.9,13,0,10,116.913
0.000499415,-4.7,13,0,10,116.913
0.000499415,-4.5,13,0,10,116.913
0.000499415,-4.3,13,0,10,116.913
0.000499415,-4.1,13,0,10,116.913
0.000499415,-3.9,13,0,10,116.913
0.000499415,-3.7,13,0,10,116.913
0.000499415,-3.5,13,0,10,116.913
0.000499415,-3.3,13,0,10,116.913
0.000499415,-3.1,13,0,10,116.913
0.000499415,-2.9,13,0,10,116.913
0.000499415,-2.7,13,0,10,116.913
0.000499415,-2.5,13,0,10,116.913
0.000499415,-2.3,13,0,10,116.913
0.000499415,-2.1,13,0,10,116.913
0.000499415,-1.9,13,0,10,116.913
0.000499415,-1.7,13,0,10,116.913
0.000499415,-1.5,13,0,10,116.913
0.000499415,-1.3,13,0,10,116.913
0.000499415,-1.1,13,0,10,116.913
0.000499415,-0.9,13,0,10,116.913
0.000499415,-0.7,13,0,10,116.913
0.000499415,-0.5,13,0,10,116.913
0.000499415,-0.3,13,0,10,116.913
0.000499415,-0.1,9.14756,151.789,5.98404,99.4253
0.000499415,0.1,5.15244,172.47,3.81842,112.636
0.000499415,0.3,1.3,0,1,116.913
0.000499415,0.5,1.3,0,1,116.913
0.000499415,0.7,1.3,0,1,116.913
0.000499415,0.9,1.3,0,1,116.913
0.000499415,1.1,1.3,0,1,116.913
0.000499415,1.3,1.3,0,1,116.913
0.000499415,1.5,1.3,0,1,116.913
0.000499415,1.7,1.3,0,1,116.913
0.000499415,1.9,1.3,0,1,116.913
0.000499415,2.1,1.3,0,1,116.913
0.000499415,2.3,1.3,0,1,116.913
0.000499415,2.5,1.3,0,1,116.913
0.000499415,2.7,1.3,0,1,116.913
0.000499415,2.9,1.3,0,1,116.913
0.000499415,3.1,1.3,0,1,116.913
0.000499415,3.3,1.3,0,1,116.913
0.000499415,3.5,1.3,0,1,116.913
0.000499415,3.7,1.3,0,1,116.913
0.000499415,3.9,1.3,0,1,116.913
0.000499415,4.1,1.3,0,1,116.913
0.000499415,4.3,1.3,0,1,116.913
0.000499415,4.5,1.3,0,1,116.913
0.000499415,4.7,1.3,0,1,116.913
0.000499415,4.9,1.3,0,1,116.913
0.000499415,5.1,1.3,0,1,116.913
0.000499415,5.3,1.3,0,1,116.913
0.000499415,5.5,1.3,0,1,116.913
0.000499415,5.7,1.3,0,1,116.913
0.000499415,5.9,1.3,0,1,116.913
0.000499415,6.1,1.3,0,1,116.913
0.000499415,6.3,1.3,0,1,116.913
0.000499415,6.5,1.3,0,1,116.913
0.000499415,6.7,1.3,0,1,116.913
0.000499415,6.9,1.3,0,1,116.913
0.000499415,7.1,1.3,0,1,116.913
0.000499415,7.3,1.3,0,1,116.913
0.000499415,7.5,1.3,0,1,116.913
0.000499415,7.7,1.3,0,1,116.913
0.000499415,7.9,1.3,0,1,116.913
0.000499415,8.1,1.3,0,1,116.913
0.000499415,8.3,1.3,0,1,116.913
0.000499415,8.5,1.3,0,1,116.913
0.000499415,8.7,1.3,0,1,116.913
0.000499415,8.9,1.3,0,1,116.913
0.000499415,9.1,1.3,0,1,116.913
0.000499415,9.3,1.3,0,1,116.913
0.000499415,9.5,1.3,0,1,116.913
0.000499415,9.7,1.3,0,1,116.913
0.000499415,9.9,1.3,0,1,116.913
0.000841466,-9.9,13,0,10,116.913
0.000841466,-9.7,13,0,10,116.913
0.000841466,-9.5,13,0,10,116.913
0.000841466,-9.3,13,0,10,116.913
0.000841466,-9.1,13,0,10,116.913
0.000841466,-8.9,13,0,10,116.913
0.000841466,-8.7,13,0,10,116.913
0.000841466,-8.5,13,0,10,116.913
0.000841466,-8.3,13,0,10,116.913
0.000841466,-8.1,13,0,10,116.913
0.000841466,-7.9,13,0,10,116.913
0.000841466,-7.7,13,0,10,116.913
0.000841466,-7.5,13,0,10,116.913
0.000841466,-7.3,13,0,10,116.913
0.000841466,-7.1,13,0,10,116.913
0.000841466,-6.9,13,0,10,116.913
0.000841466,-6.7,13,0,10,116.913
0.000841466,-6.5,13,0,10,116.913
0.000841466,-6.3,13,0,10,116.913
0.000841466,-6.1,13,0,10,116.913
0.000841466,-5.9,13,0,10,116.913
0.000841466,-5.7,13,0,10,116.913
0.000841466,-5.5,13,0,10,116.913
0.000841466,-5.3,13,0,10,116.913
0.000841466,-5.1,13,0,10,116.913
0.000841466,-4.9,13,0,10,116.913
0.000841466,-4.7,13,0,10,116.913
0.000841466,-4.5,13,0,10,116.913
0.000841466,-4.3,13,0,10,116.913
0.000841466,-4.1,13,0,10,116.913
0.000841466,-3.9,13,0,10,116.913
0.000841466,-3.7,13,0,10,116.913
0.000841466,-3.5,13,0,10,116.913
0.000841466,-3.3,13,0,10,116.913
0.000841466,-3.1,13,0,10,116.913
0.000841466,-2.9,13,0,10,116.913
0.000841466,-2.7,13,0,10,116.913
0.000841466,-2.5,13,0,10,116.913
0.000841466,-2.3,13,0,10,116.913
0.000841466,-2.1,13,0,10,116.913
0.000841466,-1.9,13,0,10,116.913
0.000841466,-1.7,13,0,10,116.913
0.000841466,-1.5,13,0,10,116.913
0.000841466,-1.3,13,0,10,116.913
0.000841466,-1.1,13,0,10,116.913
0.000841466,-0.9,13,0,10,116.913
0.000841466,-0.7,13,0,10,116.913
0.000841466,-0.5,13,0,10,116.913
0.000841466,-0.3,11.095,61.884,7.9257,108.572
0.000841466,-0.1,8.28977,133.627,5.07733,93.0896
0.000841466,0.1,6.12867,226.483,4.16155,103.204
0.000841466,0.3,3.08656,212.01,2.71808,133.843
0.000841466,0.5,1.3,0,1,116.913
0.000841466,0.7,1.3,0,1,116.913
0.000841466,0.9,1.3,0,1,116.913
0.000841466,1.1,1.3,0,1,116.913
0.000841466,1.3,1.3,0,1,116.913
0.000841466,1.5,1.3,0,1,116.913
0.000841466,1.7,1.3,0,1,116.913
0.000841466,1.9,1.3,0,1,116.913
0.000841466,2.1,1.3,0,1,116.913
0.000841466,2.3,1.3,0,1,116.913
0.000841466,2.5,1.3,0,1,116.913
0.000841466,2.7,1.3,0,1,116.913
0.000841466,2.9,1.3,0,1,116.913
0.000841466,3.1,1.3,0,1,116.913
0.000841466,3.3,1.3,0,1,116.913
0.000841466,3.5,1.3,0,1,116.913
0.000841466,3.7,1.3,0,1,116.913
0.000841466,3.9,1.3,0,1,116.913
0.000841466,4.1,1.3,0,1,116.913
0.000841466,4.3,1.3,0,1,116.913
0.000841466,4.5,1.3,0,1,116.913
0.000841466,4.7,1.3,0,1,116.913
0.000841466,4.9,1.3,0,1,116.913
0.000841466,5.1,1.3,0,1,116.913
0.000841466,5.3,1.3,0,1,116.913
0.000841466,5.5,1.3,0,1,116.913
0.000841466,5.7,1.3,0,1,116.913
0.000841466,5.9,1.3,0,1,116.913
0.000841466,6.1,1.3,0,1,116.913
0.000841466,6.3,1.3,0,1,116.913
0.000841466,6.5,1.3,0,1,116.913
0.000841466,6.7,1.3,0,1,116.913
0.000841466,6.9,1.3,0,1,116.913
0.000841466,7.1,1.3,0,1,116.913
0.000841466,7.3,1.3,0,1,116.913
0.000841466,7.5,1.3,0,1,116.913
0.000841466,7.7,1.3,0,1,116.913
0.000841466,7.9,1.3,0,1,116.913
0.000841466,8.1,1.3,0,1,116.913
0.000841466,8.3,1.3,0,1,116.913
0.000841466,8.5,1.3,0,1,116.913
0.000841466,8.7,1.3,0,1,116.913
0.000841466,8.9,1.3,0,1,116.913
0.000841466,9.1,1.3,0,1,116.913
0.000841466,9.3,1.3,0,1,116.913
0.000841466,9.5,1.3,0,1,116.913
0.000841466,9.7,1.3,0,1,116.913
0.000841466,9.9,1.3,0,1,116.913
0.00114265,-9.9,13,0,10,116.913
0.00114265,-9.7,13,0,10,116.913
0.00114265,-9.5,13,0,10,116.913
0.00114265,-9.3,13,0,10,116.913
0.00114265,-9.1,13,0,10,116.913
0.00114265,-8.9,13,0,10,116.913
0.00114265,-8.7,13,0,10,116.913
0.00114265,-8.5,13,0,10,116.913
0.00114265,-8.3,13,0,10,116.913
0.00114265,-8.1,13,0,10,116.913
0.00114265,-7.9,13,0,10,116.913
0.00114265,-7.7,13,0,10,116.913
0.00114265,-7.5,13,0,10,116.913
0.00114265,-7.3,13,0,10,116.913
0.00114265,-7.1,13,0,10,116.913
0.00114265,-6.9,13,0,10,116.913
0.00114265,-6.7,13,0,10,116.913
0.00114265,-6.5,13,0,10,116.913
0.00114265,-6.3,13,0,10,116.913
0.00114265,-6.1,13,0,10,116.913
0.00114265,-5.9,13,0,10,116.913
0.00114265,-5.7,13,0,10,116.913
0.00114265,-5.5,13,0,10,116.913
0.00114265,-5.3,13,0,10,116.913
0.00114265,-5.1,13,0,10,116.913
0.00114265,-4.9,13,0,10,116.913
0.00114265,-4.7,13,0,10,116.913
0.00114265,-4.5,13,0,10,116.913
0.00114265,-4.3,13,0,10,116.913
0.00114265,-4.1,13,0,10,116.913
0.00114265,-3.9,13,0,10,116.913
0.00114265,-3.7,13,0,10,116.913
0.00114265,-3.5,13,0,10,116.913
0.00114265,-3.3,13,0,10,116.913
0.00114265,-3.1,13,0,10,116.913
0.00114265,-2.9,13,0,10,116.913
0.00114265,-2.7,13,0,10,116.913
0.00114265,-2.5,13,0,10,116.913
0.00114265,-2.3,13,0,10,116.913
0.00114265,-2.1,13,0,10,116.913
0.00114265,-1.9,13,0,10,116.913
0.00114265,-1.7,13,0,10,116.913
0.00114265,-1.5,13,0,10,116.913
0.00114265,-1.3,13,0,10,116.913
0.00114265,-1.1,13,0,10,116.913
0.00114265,-0.9,13,0,10,116.913
0.00114265,-0.7,13,0,10,116.913
0.00114265,-0.5,12.1023,26.7355,8.93246,112.179
0.00114265,-0.3,10.1248,84.3093,6.87857,103.257
0.00114265,-0.1,8.11945,149.635,4.90688,91.8515
0.00114265,0.1,5.9463,206.908,3.6089,92.2436
0.00114265,0.3,4.31102,259.881,3.41395,120.361
0.00114265,0.5,2.29615,203.48,2.28789,151.441
0.00114265,0.7,1.3,0,1,116.913
0.00114265,0.9,1.3,0,1,116.913
0.00114265,1.1,1.3,0,1,116.913
0.00114265,1.3,1.3,0,1,116.913
0.00114265,1.5,1.3,0,1,116.913
0.00114265,1.7,1.3,0,1,116.913
0.00114265,1.9,1.3,0,1,116.913
0.00114265,2.1,1.3,0,1,116.913
0.00114265,2.3,1.3,0,1,116.913
0.00114265,2.5,1.3,0,1,116.913
0.00114265,2.7,1.3,0,1,116.913
0.00114265,2.9,1.3,0,1,116.913
0.00114265,3.1,1.3,0,1,116.913
0.00114265,3.3,1.3,0,1,116.913
0.00114265,3.5,1.3,0,1,116.913
0.00114265,3.7,1.3,0,1,116.913
0.00114265,3.9,1.3,0,1,116.913
0.00114265,4.1,1.3,0,1,116.913
0.00114265,4.3,1.3,0,1,116.913
0.00114265,4.5,1.3,0,1,116.913
0.00114265,4.7,1.3,0,1,116.913
0.00114265,4.9,1.3,0,1,116.913
0.00114265,5.1,1.3,0,1,116.913
0.00114265,5.3,1.3,0,1,116.913
0.00114265,5.5,1.3,0,1,116.913
0.00114265,5.7,1.3,0,1,116.913
0.00114265,5.9,1.3,0,1,116.913
0.00114265,6.1,1.3,0,1,116.913
0.00114265,6.3,1.3,0,1,116.913
0.00114265,6.5,1.3,0,1,116.913
0.00114265,6.7,1.3,0,1,116.913
0.00114265,6.9,1.3,0,1,116.913
0.00114265,7.1,1.3,0,1,116.913
0.00114265,7.3,1.3,0,1,116.913
0.00114265,7.5,1.3,0,1,116.913
0.00114265,7.7,1.3,0,1,116.913
0.00114265,7.9,1.3,0,1,116.913
0.00114265,8.1,1.3,0,1,116.913
0.00114265,8.3,1.3,0,1,116.913
0.00114265,8.5,1.3,0,1,116.913
0.00114265,8.7,1.3,0,1,116.913
0.00114265,8.9,1.3,0,1,116.913
0.00114265,9.1,1.3,0,1,116.913
0.00114265,9.3,1.3,0,1,116.913
0.00114265,9.5,1.3,0,1,116.913
0.00114265,9.7,1.3,0,1,116.913
0.00114265,9.9,1.3,0,1,116.913
0.00143038,-9.9,13,0,10,116.913
0.00143038,-9.7,13,0,10,116.913
0.00143038,-9.5,13,0,10,116.913
0.00143038,-9.3,13,0,10,116.913
0.00143038,-9.1,13,0,10,116.913
0.00143038,-8.9,13,0,10,116.913
0.00143038,-8.7,13,0,10,116.913
0.00143038,-8.5,13,0,10,116.913
0.00143038,-8.3,13,0,10,116.913
0.00143038,-8.1,13,0,10,116.913
0.00143038,-7.9,13,0,10,116.913
0.00143038,-7.7,13,0,10,116.913
0.00143038,-7.5,13,0,10,116.913
0.00143038,-7.3,13,0,10,116.913
0.00143038,-7.1,13,0,10,116.913
0.00143038,-6.9,13,0,10,116.913
0.00143038,-6.7,13,0,10,116.913
0.00143038,-6.5,13,0,10,116.913
0.00143038,-6.3,13,0,10,116.913
0.00143038,-6.1,13,0,10,116.913
0.00143038,-5.9,13,0,10,116.913
0.00143038,-5.7,13,0,10,116.913
0.00143038,-5.5,13,0,10,116.913
0.00143038,-5.3,13,0,10,116.913
0.00143038,-5.1,13,0,10,116.913
0.00143038,-4.9,13,0,10,116.913
0.00143038,-4.7,13,0,10,116.913
0.00143038,-4.5,13,0,10,116.913
0.00143038,-4.3,13,0,10,116.913
0.00143038,-4.1,13,0,10,116.913
0.00143038,-3.9,13,0,10,116.913
0.00143038,-3.7,13,0,10,116.913
0.00143038,-3.5,13,0,10,116.913
0.00143038,-3.3,13,0,10,116.913
0.00143038,-3.1,13,0,10,116.913
0.00143038,-2.9,13,0,10,116.913
0.00143038,-2.7,13,0,10,116.913
0.00143038,-2.5,13,0,10,116.913
0.00143038,-2.3,13,0,10,116.913
0.00143038,-2.1,13,0,10,116.913
0.00143038,-1.9,13,0,10,116.913
0.00143038,-1.7,13,0,10,116.913
0.00143038,-1.5,13,0,10,116.913
0.00143038,-1.3,13,0,10,116.913
0.00143038,-1.1,13,0,10,116.913
0.00143038,-0.9,13,0,10,116.913
0.00143038,-0.7,12.5656,12.46,9.46223,114.451
0.00143038,-0.5,11.3338,48.5966,8.05767,108.054
0.00143038,-0.3,9.53173,101.323,6.24869,99.638
0.00143038,-0.1,7.88299,158.341,4.67068,90.0527
0.00143038,0.1,6.1265,208.251,3.55415,88.1722
0.00143038,0.3,4.49888,243.991,3.06282,103.473
0.00143038,0.5,3.32135,268.179,3.16464,144.816
0.00143038,0.7,1.93916,173.484,1.97956,155.154
0.00143038,0.9,1.3,0,1,116.913
0.00143038,1.1,1.3,0,1,116.913
0.00143038,1.3,1.3,0,1,116.913
0.00143038,1.5,1.3,0,1,116.913
0.00143038,1.7,1.3,0,1,116.913
0.00143038,1.9,1.3,0,1,116.913
0.00143038,2.1,1.3,0,1,116.913
0.00143038,2.3,1.3,0,1,116.913
0.00143038,2.5,1.3,0,1,116.913
0.00143038,2.7,1.3,0,1,116.913
0.00143038,2.9,1.3,0,1,116.913
0.00143038,3.1,1.3,0,1,116.913
0.00143038,3.3,1.3,0,1,116.913
0.00143038,3.5,1.3,0,1,116.913
0.00143038,3.7,1.3,0,1,116.913
0.00143038,3.9,1.3,0,1,116.913
0.00143038,4.1,1.3,0,1,116.913
0.00143038,4.3,1.3,0,1,116.913
0.00143038,4.5,1.3,0,1,116.913
0.00143038,4.7,1.3,0,1,116.913
0.00143038,4.9,1.3,0,1,116.913
0.00143038,5.1,1.3,0,1,116.913
0.00143038,5.3,1.3,0,1,116.913
0.00143038,5.5,1.3,0,1,116.913
0.00143038,5.7,1.3,0,1,116.913
0.00143038,5.9,1.3,0,1,116.913
0.00143038,6.1,1.3,0,1,116.913
0.00143038,6.3,1.3,0,1,116.913
0.00143038,6.5,1.3,0,1,116.913
0.00143038,6.7,1.3,0,1,116.913
0.00143038,6.9,1.3,0,1,116.913
0.00143038,7.1,1.3,0,1,116.913
0.00143038,7.3,1.3,0,1,116.913
0.00143038,7.5,1.3,0,1,116.913
0.00143038,7.7,1.3,0,1,116.913
0.00143038,7.9,1.3,0,1,116.913
0.00143038,8.1,1.3,0,1,116.913
0.00143038,8.3,1.3,0,1,116.913
0.00143038,8.5,1.3,0,1,116.913
0.00143038,8.7,1.3,0,1,116.913
0.00143038,8.9,1.3,0,1,116.913
0.00143038,9.1,1.3,0,1,116.913
0.00143038,9.3,1.3,0,1,116.913
0.00143038,9.5,1.3,0,1,116.913
0.00143038,9.7,1.3,0,1,116.913
0.00143038,9.9,1.3,0,1,116.913
0.00169931,-9.9,13,0,10,116.913
0.00169931,-9.7,13,0,10,116.913
0.00169931,-9.5,13,0,10,116.913
0.00169931,-9.3,13,0,10,116.913
0.00169931,-9.1,13,0,10,116.913
0.00169931,-8.9,13,0,10,116.913
0.00169931,-8.7,13,0,10,116.913
0.00169931,-8.5,13,0,10,116.913
0.00169931,-8.3,13,0,10,116.913
0.00169931,-8.1,13,0,10,116.913
0.00169931,-7.9,13,0,10,116.913
0.00169931,-7.7,13,0,10,116.913
0.00169931,-7.5,13,0,10,116.913
0.00169931,-7.3,13,0,10,116.913
0.00169931,-7.1,13,0,10,116.913
0.00169931,-6.9,13,0,10,116.913
0.00169931,-6.7,13,0,10,116.913
0.00169931,-6.5,13,0,10,116.913
0.00169931,-6.3,13,0,10,116.913
0.00169931,-6.1,13,0,10,116.913
0.00169931,-5.9,13,0,10,116.913
0.00169931,-5.7,13,0,10,116.913
0.00169931,-5.5,13,0,10,116.913
0.00169931,-5.3,13,0,10,116.913
0.00169931,-5.1,13,0,10,116.913
0.00169931,-4.9,13,0,10,116.913
0.00169931,-4.7,13,0,10,116.913
0.00169931,-4.5,13,0,10,116.913
0.00169931,-4.3,13,0,10,116.913
0.00169931,-4.1,13,0,10,116.913
0.00169931,-3.9,13,0,10,116.913
0.00169931,-3.7,13,0,10,116.913
0.00169931,-3.5,13,0,10,116.913
0.00169931,-3.3,13,0,10,116.913
0.00169931,-3.1,13,0,10,116.913
0.00169931,-2.9,13,0,10,116.913
0.00169931,-2.7,13,0,10,116.913
0.00169931,-2.5,13,0,10,116.913
0.00169931,-2.3,13,0,10,116.913
0.00169931,-2.1,13,0,10,116.913
0.00169931,-1.9,13,0,10,116.913
0.00169931,-1.7,13,0,10,116.913
0.00169931,-1.5,13,0,10,116.913
0.00169931,-1.3,13,0,10,116.913
0.00169931,-1.1,13,0,10,116.913
0.00169931,-0.9,12.7964,5.73425,9.74342,115.726
0.00169931,-0.7,12.0552,27.1345,8.85281,111.613
0.00169931,-0.5,10.7409,65.5631,7.40345,104.761
0.00169931,-0.3,9.13033,114.209,5.82552,96.9742
0.00169931,-0.1,7.69488,164.872,4.48248,88.5369
0.00169931,0.1,6.23118,210.233,3.50741,85.5508
0.00169931,0.3,4.79945,240.82,3.00428,95.1386
0.00169931,0.5,3.59214,255.904,2.94565,124.634
0.00169931,0.7,2.74112,263.721,2.97812,165.128
0.00169931,0.9,1.71842,130.454,1.67558,148.199
0.00169931,1.1,1.3,0,1,116.913
0.00169931,1.3,1.3,0,1,116.913
0.00169931,1.5,1.3,0,1,116.913
0.00169931,1.7,1.3,0,1,116.913
0.00169931,1.9,1.3,0,1,116.913
0.00169931,2.1,1.3,0,1,116.913
0.00169931,2.3,1.3,0,1,116.913
0.00169931,2.5,1.3,0,1,116.913
0.00169931,2.7,1.3,0,1,116.913
0.00169931,2.9,1.3,0,1,116.913
0.00169931,3.1,1.3,0,1,116.913
0.00169931,3.3,1.3,0,1,116.913
0.00169931,3.5,1.3,0,1,116.913
0.00169931,3.7,1.3,0,1,116.913
0.00169931,3.9,1.3,0,1,116.913
0.00169931,4.1,1.3,0,1,116.913
0.00169931,4.3,1.3,0,1,116.913
0.00169931,4.5,1.3,0,1,116.913
0.00169931,4.7,1.3,0,1,116.913
0.00169931,4.9,1.3,0,1,116.913
0.00169931,5.1,1.3,0,1,116.913
0.00169931,5.3,1.3,0,1,116.913
0.00169931,5.5,1.3,0,1,116.913
0.00169931,5.7,1.3,0,1,116.913
0.00169931,5.9,1.3,0,1,116.913
0.00169931,6.1,1.3,0,1,116.913
0.00169931,6.3,1.3,0,1,116.913
0.00169931,6.5,1.3,0,1,116.913
0.00169931,6.7,1.3,0,1,116.913
0.00169931,6.9,1.3,0,1,116.913
0.00169931,7.1,1.3,0,1,116.913
0.00169931,7.3,1.3,0,1,116.913
0.00169931,7.5,1.3,0,1,116.913
0.00169931,7.7,1.3,0,1,116.913
0.00169931,7.9,1.3,0,1,116.913
0.00169931,8.1,1.3,0,1,116.913
0.00169931,8.3,1.3,0,1,116.913
0.00169931,8.5,1.3,0,1,116.913
0.00169931,8.7,1.3,0,1,116.913
0.00169931,8.9,1.3,0,1,116.913
0.00169931,9.1,1.3,0,1,116.913
0.00169931,9.3,1.3,0,1,116.913
0.00169931,9.5,1.3,0,1,116.913
0.00169931,9.7,1.3,0,1,116.913
0.00169931,9.9,1.3,0,1,116.913
0.00195941,-9.9,13,0,10,116.913
0.00195941,-9.7,13,0,10,116.913
0.00195941,-9.5,13,0,10,116.913
0.00195941,-9.3,13,0,10,116.913
0.00195941,-9.1,13,0,10,116.913
0.00195941,-8.9,13,0,10,116.913
0.00195941,-8.7,13,0,10,116.913
0.00195941,-8.5,13,0,10,116.913
0.00195941,-8.3,13,0,10,116.913
0.00195941,-8.1,13,0,10,116.913
0.00195941,-7.9,13,0,10,116.913
0.00195941,-7.7,13,0,10,116.913
0.00195941,-7.5,13,0,10,116.913
0.00195941,-7.3,13,0,10,116.913
0.00195941,-7.1,13,0,10,116.913
0.00195941,-6.9,13,0,10,116.913
0.00195941,-6.7,13,0,10,116.913
0.00195941,-6.5,13,0,10,116.913
0.00195941,-6.3,13,0,10,116.913
0.00195941,-6.1,13,0,10,116.913
0.00195941,-5.9,13,0,10,116.913
0.00195941,-5.7,13,0,10,116.913
0.00195941,-5.5,13,0,10,116.913
0.00195941,-5.3,13,0,10,116.913
0.00195941,-5.1,13,0,10,116.913
0.00195941,-4.9,13,0,10,116.913
0.00195941,-4.7,13,0,10,116.913
0.00195941,-4.5,13,0,10,116.913
0.00195941,-4.3,13,0,10,116.913
0.00195941,-4.1,13,0,10,116.913
0.00195941,-3.9,13,0,10,116.913
0.00195941,-3.7,13,0,10,116.913
0.00195941,-3.5,13,0,10,116.913
0.00195941,-3.3,13,0,10,116.913
0.00195941,-3.1,13,0,10,116.913
0.00195941,-2.9,13,0,10,116.913
0.00195941,-2.7,13,0,10,116.913
0.00195941,-2.5,13,0,10,116.913
0.00195941,-2.3,13,0,10,116.913
0.00195941,-2.1,13,0,10,116.913
0.00195941,-1.9,13,0,10,116.913
0.00195941,-1.7,13,0,10,116.913
0.00195941,-1.5,13,0,10,116.913
0.00195941,-1.3,13,0,10,116.913
0.00195941,-1.1,12.9061,2.62199,9.88059,116.358
0.00195941,-0.9,12.4773,14.8142,9.35046,113.899
0.00195941,-0.7,11.5657,41.1957,8.28543,108.88
0.00195941,-0.5,10.2711,79.5871,6.89618,102.047
0.00195941,-0.3,8.82369,124.568,5.50405,94.807
0.00195941,-0.1,7.54473,170.459,4.33135,87.2543
0.00195941,0.1,6.28962,211.819,3.46149,83.6462
0.00195941,0.3,5.04993,240.339,2.98049,89.7037
0.00195941,0.5,3.91277,250.898,2.8803,111.882
0.00195941,0.7,2.99795,259.057,2.9181,147.939
0.00195941,0.9,2.39417,248.986,2.74581,174.311
0.00195941,1.1,1.56685,86.7663,1.41903,137.649
0.00195941,1.3,1.3,0,1,116.913
0.00195941,1.5,1.3,0,1,116.913
0.00195941,1.7,1.3,0,1,116.913
0.00195941,1.9,1.3,0,1,116.913
0.00195941,2.1,1.3,0,1,116.913
0.00195941,2.3,1.3,0,1,116.913
0.00195941,2.5,1.3,0,1,116.913
0.00195941,2.7,1.3,0,1,116.913
0.00195941,2.9,1.3,0,1,116.913
0.00195941,3.1,1.3,0,1,116.913
0.00195941,3.3,1.3,0,1,116.913
0.00195941,3.5,1.3,0,1,116.913
0.00195941,3.7,1.3,0,1,116.913
0.00195941,3.9,1.3,0,1,116.913
0.00195941,4.1,1.3,0,1,116.913
0.00195941,4.3,1.3,0,1,116.913
0.00195941,4.5,1.3,0,1,116.913
0.00195941,4.7,1.3,0,1,116.913
0.00195941,4.9,1.3,0,1,116.913
0.00195941,5.1,1.3,0,1,116.913
0.00195941,5.3,1.3,0,1,116.913
0.00195941,5.5,1.3,0,1,116.913
0.00195941,5.7,1.3,0,1,116.913
0.00195941,5.9,1.3,0,1,116.913
0.00195941,6.1,1.3,0,1,116.913
0.00195941,6.3,1.3,0,1,116.913
0.00195941,6.5,1.3,0,1,116.913
0.00195941,6.7,1.3,0,1,116.913
0.00195941,6.9,1.3,0,1,116.913
0.00195941,7.1,1.3,0,1,116.913
0.00195941,7.3,1.3,0,1,116.913
0.00195941,7.5,1.3,0,1,116.913
0.00195941,7.7,1.3,0,1,116.913
0.00195941,7.9,1.3,0,1,116.913
0.00195941,8.1,1.3,0,1,116.913
0.00195941,8.3,1.3,0,1,116.913
0.00195941,8.5,1.3,0,1,116.913
0.00195941,8.7,1.3,0,1,116.913
0.00195941,8.9,1.3,0,1,116.913
0.00195941,9.1,1.3,0,1,116.913
0.00195941,9.3,1.3,0,1,116.913
0.00195941,9.5,1.3,0,1,116.913
0.00195941,9.7,1.3,0,1,116.913
0.00195941,9.9,1.3,0,1,116.913
0.00222063,-9.9,13,0,10,116.913
0.00222063,-9.7,13,0,10,116.913
0.00222063,-9.5,13,0,10,116.913
0.00222063,-9.3,13,0,10,116.913
0.00222063,-9.1,13,0,10,116.913
0.00222063,-8.9,13,0,10,116.913
0.00222063,-8.7,13,0,10,116.913
0.00222063,-8.5,13,0,10,116.913
0.00222063,-8.3,13,0,10,116.913
0.00222063,-8.1,13,0,10,116.913
0.00222063,-7.9,13,0,10,116.913
0.00222063,-7.7,13,0,10,116.913
0.00222063,-7.5,13,0,10,116.913
0.00222063,-7.3,13,0,10,116.913
0.00222063,-7.1,13,0,10,116.913
0.00222063,-6.9,13,0,10,116.913
0.00222063,-6.7,13,0,10,116.913
0.00222063,-6.5,13,0,10,116.913
0.00222063,-6.3,13,0,10,116.913
0.00222063,-6.1,13,0,10,116.913
0.00222063,-5.9,13,0,10,116.913
0.00222063,-5.7,13,0,10,116.913
0.00222063,-5.5,13,0,10,116.913
0.00222063,-5.3,13,0,10,116.913
0.00222063,-5.1,13,0,10,116.913
0.00222063,-4.9,13,0,10,116.913
0.00222063,-4.7,13,0,10,116.913
0.00222063,-4.5,13,0,10,116.913
0.00222063,-4.3,13,0,10,116.913
0.00222063,-4.1,13,0,10,116.913
0.00222063,-3.9,13,0,10,116.913
0.00222063,-3.7,13,0,10,116.913
0.00222063,-3.5,13,0,10,116.913
0.00222063,-3.3,13,0,10,116.913
0.00222063,-3.1,13,0,10,116.913
0.00222063,-2.9,13,0,10,116.913
